Date,State,Confirmed,Deaths,Recovered
03/31/2020,Massachusetts,6620.0,89.0,1.0
03/31/2020,Michigan,7615.0,259.0,0.0
03/31/2020,Minnesota,629.0,12.0,0.0
03/31/2020,Mississippi,937.0,20.0,0.0
03/31/2020,Missouri,1357.0,15.0,0.0
03/31/2020,Montana,198.0,5.0,0.0
03/31/2020,Nebraska,172.0,3.0,0.0
03/31/2020,Nevada,1114.0,26.0,0.0
03/31/2020,New Hampshire,357.0,3.0,0.0
03/31/2020,New Jersey,18696.0,267.0,1.0
03/31/2020,New Mexico,315.0,4.0,0.0
03/31/2020,New York,75833.0,1550.0,0.0
03/31/2020,North Carolina,1535.0,12.0,0.0
03/31/2020,North Dakota,122.0,3.0,0.0
03/31/2020,Ohio,2199.0,55.0,0.0
03/31/2020,Oklahoma,568.0,23.0,0.0
03/31/2020,Oregon,690.0,18.0,0.0
03/31/2020,Pennsylvania,4963.0,63.0,0.0
03/31/2020,Rhode Island,488.0,8.0,0.0
03/31/2020,South Carolina,1083.0,22.0,0.0
03/31/2020,South Dakota,108.0,1.0,0.0
03/31/2020,Tennessee,2391.0,23.0,0.0
03/31/2020,Texas,3809.0,54.0,0.0
03/31/2020,Utah,888.0,5.0,0.0
03/31/2020,Vermont,293.0,13.0,0.0
03/31/2020,Virginia,1249.0,27.0,0.0
03/31/2020,Washington,5432.0,225.0,1.0
03/31/2020,West Virginia,162.0,1.0,0.0
03/31/2020,Wisconsin,1412.0,25.0,1.0
03/31/2020,Wyoming,109.0,0.0,0.0
04/01/2020,Alabama,1060.0,27.0,0.0
04/01/2020,Alaska,132.0,3.0,0.0
04/01/2020,Arizona,1530.0,29.0,1.0
04/01/2020,Arkansas,584.0,10.0,0.0
04/01/2020,California,9399.0,199.0,6.0
04/01/2020,Colorado,2982.0,69.0,0.0
04/01/2020,Connecticut,3557.0,85.0,0.0
04/01/2020,Delaware,368.0,11.0,0.0
04/01/2020,Florida,6956.0,87.0,0.0
04/01/2020,Georgia,4638.0,139.0,0.0
04/01/2020,Hawaii,224.0,1.0,0.0
04/01/2020,Idaho,566.0,9.0,0.0
04/01/2020,Illinois,6980.0,141.0,2.0
04/01/2020,Indiana,2564.0,65.0,0.0
04/01/2020,Iowa,547.0,9.0,0.0
04/01/2020,Kansas,485.0,10.0,0.0
04/01/2020,Kentucky,632.0,18.0,1.0
04/01/2020,Louisiana,6424.0,273.0,0.0
04/01/2020,Maine,303.0,5.0,0.0
04/01/2020,Maryland,1986.0,31.0,3.0
04/01/2020,Massachusetts,7738.0,122.0,1.0
04/01/2020,Michigan,9315.0,335.0,0.0
04/01/2020,Minnesota,689.0,17.0,0.0
04/01/2020,Mississippi,1073.0,22.0,0.0
04/01/2020,Missouri,1613.0,18.0,0.0
04/01/2020,Montana,208.0,6.0,0.0
04/01/2020,Nebraska,210.0,4.0,0.0
04/01/2020,Nevada,1279.0,31.0,0.0
04/01/2020,New Hampshire,367.0,3.0,0.0
04/01/2020,New Jersey,22255.0,355.0,1.0
04/01/2020,New Mexico,340.0,5.0,0.0
04/01/2020,New York,83948.0,1941.0,0.0
04/01/2020,North Carolina,1675.0,14.0,0.0
04/01/2020,North Dakota,142.0,3.0,0.0
04/01/2020,Ohio,2547.0,65.0,0.0
04/01/2020,Oklahoma,721.0,30.0,0.0
04/01/2020,Oregon,736.0,19.0,0.0
04/01/2020,Pennsylvania,6009.0,74.0,0.0
04/01/2020,Rhode Island,566.0,10.0,0.0
04/01/2020,South Carolina,1293.0,26.0,0.0
04/01/2020,South Dakota,129.0,2.0,0.0
04/01/2020,Tennessee,2933.0,24.0,0.0
04/01/2020,Texas,4355.0,66.0,0.0
04/01/2020,Utah,888.0,5.0,0.0
04/01/2020,Vermont,321.0,16.0,0.0
04/01/2020,Virginia,1483.0,34.0,0.0
04/01/2020,Washington,5608.0,234.0,1.0
04/01/2020,West Virginia,191.0,1.0,0.0
04/01/2020,Wisconsin,1556.0,27.0,1.0
04/01/2020,Wyoming,130.0,0.0,0.0
04/03/2020,Alabama,1495.0,38.0,0.0
04/03/2020,Alaska,157.0,3.0,0.0
04/03/2020,Arizona,1937.0,41.0,1.0
04/03/2020,Arkansas,704.0,12.0,0.0
04/03/2020,California,12004.0,265.0,6.0
04/03/2020,Colorado,3742.0,97.0,0.0
04/03/2020,Connecticut,4914.0,131.0,0.0
04/03/2020,Delaware,450.0,14.0,0.0
04/03/2020,Florida,10268.0,170.0,0.0
04/03/2020,Georgia,5831.0,184.0,0.0
04/03/2020,Hawaii,319.0,3.0,0.0
04/03/2020,Idaho,891.0,9.0,0.0
04/03/2020,Illinois,8904.0,210.0,2.0
04/03/2020,Indiana,3437.0,102.0,0.0
04/03/2020,Iowa,699.0,11.0,0.0
04/03/2020,Kansas,629.0,18.0,0.0
04/03/2020,Kentucky,770.0,34.0,1.0
04/03/2020,Louisiana,10297.0,370.0,0.0
04/03/2020,Maine,432.0,9.0,0.0
04/03/2020,Maryland,2758.0,43.0,3.0
04/03/2020,Massachusetts,10402.0,192.0,1.0
04/03/2020,Michigan,12744.0,479.0,0.0
04/03/2020,Minnesota,788.0,22.0,0.0
04/03/2020,Mississippi,1358.0,29.0,0.0
04/03/2020,Missouri,1864.0,25.0,0.0
04/03/2020,Montana,243.0,6.0,0.0
04/03/2020,Nebraska,279.0,6.0,0.0
04/03/2020,Nevada,1514.0,43.0,0.0
04/03/2020,New Hampshire,479.0,5.0,0.0
04/03/2020,New Jersey,29895.0,646.0,1.0
04/03/2020,New Mexico,534.0,10.0,0.0
04/03/2020,New York,102987.0,2935.0,0.0
04/03/2020,North Carolina,2251.0,27.0,0.0
04/03/2020,North Dakota,173.0,3.0,0.0
04/03/2020,Ohio,3312.0,91.0,0.0
04/03/2020,Oklahoma,990.0,38.0,0.0
04/03/2020,Oregon,899.0,22.0,0.0
04/03/2020,Pennsylvania,8570.0,102.0,0.0
04/03/2020,Rhode Island,711.0,14.0,0.0
04/03/2020,South Carolina,1700.0,34.0,0.0
04/03/2020,South Dakota,187.0,2.0,0.0
04/03/2020,Tennessee,3067.0,41.0,0.0
04/03/2020,Texas,5734.0,100.0,0.0
04/03/2020,Utah,1255.0,7.0,0.0
04/03/2020,Vermont,389.0,17.0,0.0
04/03/2020,Virginia,2012.0,46.0,0.0
04/03/2020,Washington,6846.0,291.0,1.0
04/03/2020,West Virginia,237.0,2.0,0.0
04/03/2020,Wisconsin,2012.0,51.0,1.0
04/03/2020,Wyoming,162.0,0.0,0.0
04/04/2020,Alabama,1614.0,44.0,0.0
04/04/2020,Alaska,171.0,5.0,0.0
04/04/2020,Arizona,2187.0,52.0,1.0
04/04/2020,Arkansas,743.0,14.0,0.0
04/04/2020,California,12837.0,289.0,6.0
04/04/2020,Colorado,4188.0,111.0,0.0
04/04/2020,Connecticut,5276.0,165.0,0.0
04/04/2020,Delaware,593.0,14.0,0.0
04/04/2020,Florida,11545.0,195.0,0.0
04/04/2020,Georgia,6160.0,201.0,0.0
04/04/2020,Hawaii,351.0,3.0,0.0
04/04/2020,Idaho,1022.0,10.0,0.0
04/04/2020,Illinois,10357.0,244.0,2.0
04/04/2020,Indiana,3953.0,116.0,0.0
04/04/2020,Iowa,787.0,14.0,0.0
04/04/2020,Kansas,698.0,21.0,0.0
04/04/2020,Kentucky,917.0,40.0,1.0
04/04/2020,Louisiana,12496.0,409.0,0.0
04/04/2020,Maine,456.0,10.0,0.0
04/04/2020,Maryland,3125.0,54.0,3.0
04/04/2020,Massachusetts,11736.0,216.0,1.0
04/04/2020,Michigan,14225.0,540.0,0.0
04/04/2020,Minnesota,865.0,24.0,0.0
04/04/2020,Mississippi,1455.0,35.0,0.0
04/04/2020,Missouri,2310.0,33.0,0.0
04/04/2020,Montana,265.0,6.0,0.0
04/04/2020,Nebraska,321.0,6.0,0.0
04/04/2020,Nevada,1742.0,46.0,0.0
04/04/2020,New Hampshire,540.0,7.0,0.0
04/04/2020,New Jersey,34124.0,846.0,1.0
04/04/2020,New Mexico,534.0,10.0,0.0
04/04/2020,New York,113833.0,3565.0,0.0
04/04/2020,North Carolina,2486.0,34.0,0.0
04/04/2020,North Dakota,186.0,3.0,0.0
04/04/2020,Ohio,3739.0,102.0,0.0
04/04/2020,Oklahoma,1161.0,42.0,0.0
04/04/2020,Oregon,899.0,22.0,0.0
04/04/2020,Pennsylvania,10444.0,136.0,0.0
04/04/2020,Rhode Island,806.0,17.0,0.0
04/04/2020,South Carolina,1917.0,40.0,0.0
04/04/2020,South Dakota,212.0,2.0,0.0
04/04/2020,Tennessee,3322.0,50.0,0.0
04/04/2020,Texas,6556.0,116.0,0.0
04/04/2020,Utah,1435.0,8.0,0.0
04/04/2020,Vermont,461.0,20.0,0.0
04/04/2020,Virginia,2407.0,52.0,0.0
04/04/2020,Washington,7247.0,315.0,1.0
04/04/2020,West Virginia,282.0,2.0,0.0
04/04/2020,Wisconsin,2030.0,54.0,1.0
04/04/2020,Wyoming,187.0,0.0,0.0
04/05/2020,Alabama,1765.0,45.0,0.0
04/05/2020,Alaska,185.0,6.0,0.0
04/05/2020,Arizona,2486.0,64.0,1.0
04/05/2020,Arkansas,837.0,16.0,0.0
04/05/2020,California,15034.0,348.0,6.0
04/05/2020,Colorado,4950.0,140.0,0.0
04/05/2020,Connecticut,5675.0,189.0,0.0
04/05/2020,Delaware,673.0,14.0,0.0
04/05/2020,Florida,12350.0,221.0,0.0
04/05/2020,Georgia,6647.0,211.0,0.0
04/05/2020,Hawaii,371.0,4.0,0.0
04/05/2020,Idaho,1078.0,10.0,0.0
04/05/2020,Illinois,11259.0,274.0,2.0
04/05/2020,Indiana,4411.0,127.0,0.0
04/05/2020,Iowa,869.0,18.0,0.0
04/05/2020,Kansas,751.0,22.0,0.0
04/05/2020,Kentucky,955.0,45.0,1.0
04/05/2020,Louisiana,13010.0,477.0,0.0
04/05/2020,Maine,470.0,10.0,0.0
04/05/2020,Maryland,3617.0,67.0,3.0
04/05/2020,Massachusetts,12500.0,231.0,1.0
04/05/2020,Michigan,15718.0,617.0,0.0
04/05/2020,Minnesota,935.0,29.0,0.0
04/05/2020,Mississippi,1638.0,43.0,0.0
04/05/2020,Missouri,2347.0,44.0,0.0
04/05/2020,Montana,286.0,6.0,0.0
04/05/2020,Nebraska,364.0,8.0,0.0
04/05/2020,Nevada,1855.0,46.0,0.0
04/05/2020,New Hampshire,621.0,9.0,0.0
04/05/2020,New Jersey,37505.0,917.0,1.0
04/05/2020,New Mexico,670.0,12.0,0.0
04/05/2020,New York,123160.0,4159.0,0.0
04/05/2020,North Carolina,2649.0,38.0,0.0
04/05/2020,North Dakota,207.0,3.0,0.0
04/05/2020,Ohio,4043.0,119.0,0.0
04/05/2020,Oklahoma,1254.0,46.0,0.0
04/05/2020,Oregon,1068.0,27.0,0.0
04/05/2020,Pennsylvania,11589.0,151.0,0.0
04/05/2020,Rhode Island,922.0,25.0,0.0
04/05/2020,South Carolina,2049.0,44.0,0.0
04/05/2020,South Dakota,240.0,2.0,0.0
04/05/2020,Tennessee,3633.0,53.0,0.0
04/05/2020,Texas,7209.0,136.0,0.0
04/05/2020,Utah,1608.0,8.0,0.0
04/05/2020,Vermont,512.0,22.0,0.0
04/05/2020,Virginia,2640.0,52.0,0.0
04/05/2020,Washington,7825.0,336.0,1.0
04/05/2020,West Virginia,324.0,3.0,0.0
04/05/2020,Wisconsin,2320.0,74.0,1.0
04/05/2020,Wyoming,197.0,0.0,0.0
04/06/2020,Alabama,1952.0,49.0,0.0
04/06/2020,Alaska,185.0,6.0,0.0
04/06/2020,Arizona,2732.0,65.0,1.0
04/06/2020,Arkansas,875.0,16.0,0.0
04/06/2020,California,16019.0,380.0,6.0
04/06/2020,Colorado,5183.0,150.0,0.0
04/06/2020,Connecticut,6906.0,206.0,0.0
04/06/2020,Delaware,783.0,15.0,0.0
04/06/2020,Florida,13324.0,236.0,0.0
04/06/2020,Georgia,7314.0,229.0,0.0
04/06/2020,Hawaii,387.0,5.0,0.0
04/06/2020,Idaho,1101.0,10.0,0.0
04/06/2020,Illinois,12262.0,307.0,2.0
04/06/2020,Indiana,4956.0,143.0,0.0
04/06/2020,Iowa,946.0,25.0,0.0
04/06/2020,Kansas,849.0,25.0,0.0
04/06/2020,Kentucky,955.0,45.0,1.0
04/06/2020,Louisiana,14867.0,512.0,0.0
04/06/2020,Maine,499.0,10.0,0.0
04/06/2020,Maryland,4045.0,91.0,3.0
04/06/2020,Massachusetts,13837.0,260.0,1.0
04/06/2020,Michigan,17221.0,727.0,0.0
04/06/2020,Minnesota,986.0,30.0,0.0
04/06/2020,Mississippi,1738.0,51.0,0.0
04/06/2020,Missouri,2736.0,47.0,0.0
04/06/2020,Montana,299.0,6.0,0.0
04/06/2020,Nebraska,417.0,9.0,0.0
04/06/2020,Nevada,1953.0,46.0,0.0
04/06/2020,New Hampshire,715.0,9.0,0.0
04/06/2020,New Jersey,41090.0,1003.0,1.0
04/06/2020,New Mexico,757.0,12.0,0.0
04/06/2020,New York,131815.0,4698.0,0.0
04/06/2020,North Carolina,2962.0,45.0,0.0
04/06/2020,North Dakota,225.0,3.0,0.0
04/06/2020,Ohio,4453.0,142.0,0.0
04/06/2020,Oklahoma,1329.0,51.0,0.0
04/06/2020,Oregon,1068.0,27.0,0.0
04/06/2020,Pennsylvania,13127.0,179.0,0.0
04/06/2020,Rhode Island,1082.0,27.0,0.0
04/06/2020,South Carolina,2232.0,48.0,0.0
04/06/2020,South Dakota,288.0,4.0,0.0
04/06/2020,Tennessee,3802.0,65.0,0.0
04/06/2020,Texas,8043.0,150.0,0.0
04/06/2020,Utah,1685.0,13.0,0.0
04/06/2020,Vermont,543.0,23.0,0.0
04/06/2020,Virginia,2878.0,66.0,0.0
04/06/2020,Washington,8311.0,381.0,1.0
04/06/2020,West Virginia,345.0,4.0,0.0
04/06/2020,Wisconsin,2449.0,78.0,1.0
04/06/2020,Wyoming,210.0,0.0,0.0
04/07/2020,Alabama,2169.0,64.0,0.0
04/07/2020,Alaska,213.0,6.0,0.0
04/07/2020,Arizona,2870.0,73.0,1.0
04/07/2020,Arkansas,946.0,18.0,0.0
04/07/2020,California,17351.0,432.0,6.0
04/07/2020,Colorado,5429.0,179.0,0.0
04/07/2020,Connecticut,7781.0,277.0,0.0
04/07/2020,Delaware,928.0,16.0,0.0
04/07/2020,Florida,14545.0,283.0,0.0
04/07/2020,Georgia,8822.0,329.0,0.0
04/07/2020,Hawaii,410.0,5.0,0.0
04/07/2020,Idaho,1170.0,13.0,0.0
04/07/2020,Illinois,12271.0,308.0,2.0
04/07/2020,Indiana,5510.0,173.0,0.0
04/07/2020,Iowa,1046.0,25.0,0.0
04/07/2020,Kansas,912.0,29.0,0.0
04/07/2020,Kentucky,1149.0,65.0,1.0
04/07/2020,Louisiana,16284.0,582.0,0.0
04/07/2020,Maine,519.0,12.0,0.0
04/07/2020,Maryland,4371.0,103.0,3.0
04/07/2020,Massachusetts,15202.0,356.0,1.0
04/07/2020,Michigan,18970.0,845.0,0.0
04/07/2020,Minnesota,1069.0,34.0,0.0
04/07/2020,Mississippi,1915.0,60.0,0.0
04/07/2020,Missouri,3130.0,65.0,0.0
04/07/2020,Montana,319.0,6.0,0.0
04/07/2020,Nebraska,447.0,10.0,0.0
04/07/2020,Nevada,2124.0,72.0,0.0
04/07/2020,New Hampshire,715.0,9.0,0.0
04/07/2020,New Jersey,44416.0,1232.0,1.0
04/07/2020,New Mexico,876.0,13.0,0.0
04/07/2020,New York,139875.0,5489.0,0.0
04/07/2020,North Carolina,3299.0,53.0,0.0
04/07/2020,North Dakota,237.0,4.0,0.0
04/07/2020,Ohio,4782.0,167.0,0.0
04/07/2020,Oklahoma,1474.0,67.0,0.0
04/07/2020,Oregon,1132.0,29.0,0.0
04/07/2020,Pennsylvania,14853.0,247.0,0.0
04/07/2020,Rhode Island,1229.0,30.0,0.0
04/07/2020,South Carolina,2417.0,51.0,0.0
04/07/2020,South Dakota,320.0,6.0,0.0
04/07/2020,Tennessee,4139.0,72.0,0.0
04/07/2020,Texas,8925.0,160.0,0.0
04/07/2020,Utah,1746.0,13.0,0.0
04/07/2020,Vermont,575.0,23.0,0.0
04/07/2020,Virginia,3335.0,66.0,0.0
04/07/2020,Washington,8692.0,400.0,1.0
04/07/2020,West Virginia,412.0,4.0,0.0
04/07/2020,Wisconsin,2578.0,92.0,1.0
04/07/2020,Wyoming,216.0,0.0,0.0
04/08/2020,Alabama,2328.0,66.0,0.0
04/08/2020,Alaska,226.0,7.0,0.0
04/08/2020,Arizona,3036.0,80.0,1.0
04/08/2020,Arkansas,1000.0,18.0,0.0
04/08/2020,California,18897.0,495.0,6.0
04/08/2020,Colorado,5655.0,193.0,0.0
04/08/2020,Connecticut,7781.0,326.0,0.0
04/08/2020,Delaware,1116.0,19.0,0.0
04/08/2020,Florida,15456.0,309.0,0.0
04/08/2020,Georgia,9901.0,362.0,0.0
04/08/2020,Hawaii,410.0,5.0,0.0
04/08/2020,Idaho,1210.0,15.0,0.0
04/08/2020,Illinois,15078.0,462.0,2.0
04/08/2020,Indiana,5943.0,203.0,0.0
04/08/2020,Iowa,1145.0,27.0,0.0
04/08/2020,Kansas,1046.0,34.0,0.0
04/08/2020,Kentucky,1149.0,65.0,1.0
04/08/2020,Louisiana,17030.0,652.0,0.0
04/08/2020,Maine,537.0,14.0,0.0
04/08/2020,Maryland,5529.0,124.0,3.0
04/08/2020,Massachusetts,16790.0,433.0,1.0
04/08/2020,Michigan,20346.0,959.0,0.0
04/08/2020,Minnesota,1154.0,39.0,0.0
04/08/2020,Mississippi,2003.0,67.0,0.0
04/08/2020,Missouri,3209.0,86.0,0.0
04/08/2020,Montana,332.0,6.0,0.0
04/08/2020,Nebraska,519.0,12.0,0.0
04/08/2020,Nevada,2259.0,72.0,0.0
04/08/2020,New Hampshire,747.0,13.0,0.0
04/08/2020,New Jersey,47437.0,1504.0,1.0
04/08/2020,New Mexico,902.0,13.0,0.0
04/08/2020,New York,151061.0,6268.0,0.0
04/08/2020,North Carolina,3499.0,66.0,0.0
04/08/2020,North Dakota,251.0,4.0,0.0
04/08/2020,Ohio,5148.0,193.0,0.0
04/08/2020,Oklahoma,1526.0,79.0,0.0
04/08/2020,Oregon,1181.0,33.0,0.0
04/08/2020,Pennsylvania,16631.0,318.0,0.0
04/08/2020,Rhode Island,1450.0,35.0,0.0
04/08/2020,South Carolina,2417.0,51.0,0.0
04/08/2020,South Dakota,393.0,6.0,0.0
04/08/2020,Tennessee,4363.0,80.0,0.0
04/08/2020,Texas,9777.0,189.0,0.0
04/08/2020,Utah,1855.0,13.0,0.0
04/08/2020,Vermont,605.0,23.0,0.0
04/08/2020,Virginia,3645.0,66.0,0.0
04/08/2020,Washington,9276.0,426.0,1.0
04/08/2020,West Virginia,483.0,4.0,0.0
04/08/2020,Wisconsin,2710.0,100.0,1.0
04/08/2020,Wyoming,221.0,0.0,0.0
04/09/2020,Alabama,2703.0,70.0,0.0
04/09/2020,Alaska,235.0,7.0,0.0
04/09/2020,Arizona,3036.0,89.0,1.0
04/09/2020,Arkansas,1119.0,21.0,0.0
04/09/2020,California,19710.0,544.0,6.0
04/09/2020,Colorado,5655.0,193.0,0.0
04/09/2020,Connecticut,9784.0,380.0,0.0
04/09/2020,Delaware,1209.0,23.0,0.0
04/09/2020,Florida,16364.0,354.0,0.0
04/09/2020,Georgia,10566.0,379.0,0.0
04/09/2020,Hawaii,442.0,6.0,0.0
04/09/2020,Idaho,1232.0,18.0,0.0
04/09/2020,Illinois,15079.0,462.0,2.0
04/09/2020,Indiana,6351.0,245.0,0.0
04/09/2020,Iowa,1270.0,29.0,0.0
04/09/2020,Kansas,1116.0,42.0,0.0
04/09/2020,Kentucky,1341.0,73.0,1.0
04/09/2020,Louisiana,18283.0,702.0,0.0
04/09/2020,Maine,560.0,16.0,0.0
04/09/2020,Maryland,6185.0,138.0,3.0
04/09/2020,Massachusetts,18941.0,503.0,1.0
04/09/2020,Michigan,21504.0,1076.0,0.0
04/09/2020,Minnesota,1240.0,50.0,0.0
04/09/2020,Mississippi,2260.0,76.0,0.0
04/09/2020,Missouri,3432.0,93.0,0.0
04/09/2020,Montana,354.0,6.0,0.0
04/09/2020,Nebraska,568.0,14.0,0.0
04/09/2020,Nevada,2456.0,81.0,0.0
04/09/2020,New Hampshire,819.0,21.0,0.0
04/09/2020,New Jersey,51027.0,1709.0,1.0
04/09/2020,New Mexico,902.0,16.0,0.0
04/09/2020,New York,161779.0,7067.0,0.0
04/09/2020,North Carolina,3736.0,76.0,0.0
04/09/2020,North Dakota,269.0,5.0,0.0
04/09/2020,Ohio,5512.0,213.0,0.0
04/09/2020,Oklahoma,1686.0,80.0,0.0
04/09/2020,Oregon,1321.0,44.0,0.0
04/09/2020,Pennsylvania,18300.0,345.0,0.0
04/09/2020,Rhode Island,1727.0,43.0,0.0
04/09/2020,South Carolina,2793.0,67.0,0.0
04/09/2020,South Dakota,447.0,6.0,0.0
04/09/2020,Tennessee,4634.0,94.0,0.0
04/09/2020,Texas,11208.0,210.0,0.0
04/09/2020,Utah,1856.0,13.0,0.0
04/09/2020,Vermont,628.0,23.0,0.0
04/09/2020,Virginia,4042.0,109.0,0.0
04/09/2020,Washington,9639.0,456.0,1.0
04/09/2020,West Virginia,514.0,5.0,0.0
04/09/2020,Wisconsin,2886.0,111.0,1.0
04/09/2020,Wyoming,230.0,0.0,0.0
04/11/2020,Alabama,3217.0,92.0,0.0
04/11/2020,Alaska,257.0,8.0,0.0
04/11/2020,Arizona,3393.0,108.0,1.0
04/11/2020,Arkansas,1228.0,25.0,0.0
04/11/2020,California,21706.0,605.0,6.0
04/11/2020,Colorado,6513.0,250.0,0.0
04/11/2020,Connecticut,11510.0,494.0,0.0
04/11/2020,Delaware,1479.0,33.0,0.0
04/11/2020,Florida,18494.0,438.0,0.0
04/11/2020,Georgia,12159.0,429.0,0.0
04/11/2020,Hawaii,465.0,8.0,0.0
04/11/2020,Idaho,1396.0,25.0,0.0
04/11/2020,Illinois,19180.0,677.0,2.0
04/11/2020,Indiana,7435.0,330.0,0.0
04/11/2020,Iowa,1510.0,34.0,0.0
04/11/2020,Kansas,1275.0,55.0,0.0
04/11/2020,Kentucky,1693.0,90.0,1.0
04/11/2020,Louisiana,20014.0,806.0,0.0
04/11/2020,Maine,616.0,19.0,0.0
04/11/2020,Maryland,7694.0,206.0,3.0
04/11/2020,Massachusetts,22860.0,686.0,1.0
04/11/2020,Michigan,23605.0,1384.0,0.0
04/11/2020,Minnesota,1427.0,64.0,0.0
04/11/2020,Mississippi,2642.0,93.0,0.0
04/11/2020,Missouri,4108.0,116.0,0.0
04/11/2020,Montana,377.0,6.0,0.0
04/11/2020,Nebraska,699.0,17.0,0.0
04/11/2020,Nevada,2722.0,102.0,0.0
04/11/2020,New Hampshire,885.0,22.0,0.0
04/11/2020,New Jersey,58151.0,2183.0,1.0
04/11/2020,New Mexico,1091.0,19.0,0.0
04/11/2020,New York,181026.0,8627.0,0.0
04/11/2020,North Carolina,4354.0,89.0,0.0
04/11/2020,North Dakota,293.0,7.0,0.0
04/11/2020,Ohio,6250.0,247.0,0.0
04/11/2020,Oklahoma,1868.0,94.0,0.0
04/11/2020,Oregon,1371.0,48.0,0.0
04/11/2020,Pennsylvania,21719.0,503.0,0.0
04/11/2020,Rhode Island,2349.0,56.0,0.0
04/11/2020,South Carolina,3211.0,80.0,0.0
04/11/2020,South Dakota,626.0,6.0,0.0
04/11/2020,Tennessee,5132.0,106.0,0.0
04/11/2020,Texas,13023.0,266.0,0.0
04/11/2020,Utah,2207.0,18.0,0.0
04/11/2020,Vermont,711.0,25.0,0.0
04/11/2020,Virginia,5077.0,130.0,0.0
04/11/2020,Washington,10434.0,495.0,1.0
04/11/2020,West Virginia,577.0,5.0,0.0
04/11/2020,Wisconsin,3213.0,137.0,1.0
04/11/2020,Wyoming,261.0,0.0,0.0
04/12/2020,Alabama,3563.0,93.0,0.0
04/12/2020,Alaska,272.0,8.0,0.0
04/12/2020,Arizona,3542.0,115.0,1.0
04/12/2020,Arkansas,1280.0,27.0,0.0
04/12/2020,California,22795.0,641.0,6.0
04/12/2020,Colorado,7307.0,289.0,0.0
04/12/2020,Connecticut,12035.0,554.0,0.0
04/12/2020,Delaware,1625.0,35.0,0.0
04/12/2020,Florida,19895.0,461.0,0.0
04/12/2020,Georgia,12452.0,433.0,0.0
04/12/2020,Hawaii,499.0,9.0,0.0
04/12/2020,Idaho,1407.0,27.0,0.0
04/12/2020,Illinois,20852.0,720.0,2.0
04/12/2020,Indiana,7928.0,343.0,0.0
04/12/2020,Iowa,1587.0,41.0,0.0
04/12/2020,Kansas,1344.0,56.0,0.0
04/12/2020,Kentucky,1963.0,97.0,1.0
04/12/2020,Louisiana,20595.0,840.0,0.0
04/12/2020,Maine,633.0,19.0,0.0
04/12/2020,Maryland,8225.0,236.0,3.0
04/12/2020,Massachusetts,25475.0,756.0,1.0
04/12/2020,Michigan,24244.0,1479.0,0.0
04/12/2020,Minnesota,1621.0,70.0,0.0
04/12/2020,Mississippi,2781.0,96.0,0.0
04/12/2020,Missouri,4269.0,118.0,0.0
04/12/2020,Montana,387.0,6.0,0.0
04/12/2020,Nebraska,791.0,17.0,0.0
04/12/2020,Nevada,2836.0,112.0,0.0
04/12/2020,New Hampshire,929.0,23.0,0.0
04/12/2020,New Jersey,61850.0,2350.0,1.0
04/12/2020,New Mexico,1245.0,26.0,0.0
04/12/2020,New York,189033.0,9385.0,0.0
04/12/2020,North Carolina,4570.0,89.0,0.0
04/12/2020,North Dakota,308.0,7.0,0.0
04/12/2020,Ohio,6604.0,253.0,0.0
04/12/2020,Oklahoma,1970.0,96.0,0.0
04/12/2020,Oregon,1527.0,52.0,0.0
04/12/2020,Pennsylvania,22938.0,557.0,0.0
04/12/2020,Rhode Island,2665.0,63.0,0.0
04/12/2020,South Carolina,3320.0,82.0,0.0
04/12/2020,South Dakota,730.0,6.0,0.0
04/12/2020,Tennessee,5508.0,106.0,0.0
04/12/2020,Texas,13677.0,283.0,0.0
04/12/2020,Utah,2303.0,18.0,0.0
04/12/2020,Vermont,727.0,27.0,0.0
04/12/2020,Virginia,5274.0,141.0,0.0
04/12/2020,Washington,10609.0,506.0,1.0
04/12/2020,West Virginia,593.0,6.0,0.0
04/12/2020,Wisconsin,3341.0,144.0,1.0
04/12/2020,Wyoming,270.0,0.0,0.0
04/14/2020,Alabama,3953.0,114.0,0.0
04/14/2020,Alaska,285.0,9.0,0.0
04/14/2020,Arizona,3809.0,131.0,1.0
04/14/2020,Arkansas,1498.0,32.0,0.0
04/14/2020,California,25356.0,768.0,6.0
04/14/2020,Colorado,7950.0,327.0,0.0
04/14/2020,Connecticut,13989.0,671.0,0.0
04/14/2020,Delaware,1926.0,43.0,0.0
04/14/2020,Florida,21628.0,571.0,0.0
04/14/2020,Georgia,14578.0,525.0,0.0
04/14/2020,Hawaii,511.0,9.0,0.0
04/14/2020,Idaho,1464.0,33.0,0.0
04/14/2020,Illinois,23248.0,868.0,2.0
04/14/2020,Indiana,8527.0,387.0,0.0
04/14/2020,Iowa,1899.0,49.0,0.0
04/14/2020,Kansas,1441.0,69.0,0.0
04/14/2020,Kentucky,2048.0,113.0,1.0
04/14/2020,Louisiana,21518.0,1013.0,0.0
04/14/2020,Maine,735.0,20.0,0.0
04/14/2020,Maryland,9472.0,302.0,3.0
04/14/2020,Massachusetts,28164.0,844.0,1.0
04/14/2020,Michigan,27001.0,1768.0,0.0
04/14/2020,Minnesota,1695.0,79.0,0.0
04/14/2020,Mississippi,3087.0,111.0,0.0
04/14/2020,Missouri,4746.0,149.0,0.0
04/14/2020,Montana,399.0,7.0,0.0
04/14/2020,Nebraska,897.0,20.0,0.0
