,confirmed,country,date,datetime,deaths,file_date,province,recovered
128,62,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Zhejiang,1
129,57,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Chongqing,0
130,43,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Hunan,0
131,39,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Anhui,0
132,33,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Shanghai,1
133,32,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Henan,0
134,8,China,2020-01-25,2020-01-25 17:00:00,1,2020-01-25,Hebei,0
135,28,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Sichuan,0
136,23,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Guangxi,0
137,19,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Hainan,0
138,18,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Jiangxi,0
139,18,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Fujian,0
140,18,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Jiangsu,1
141,17,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Liaoning,0
142,15,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Shaanxi,0
143,11,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Yunnan,0
144,41,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Beijing,2
145,9,China,2020-01-25,2020-01-25 17:00:00,1,2020-01-25,Heilongjiang,0
146,6,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Shanxi,0
147,7,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Inner Mongolia,0
148,5,Hong Kong,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Hong Kong,0
149,4,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Guizhou,0
150,4,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Jilin,0
151,4,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Gansu,0
152,3,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Ningxia,0
153,3,Taiwan,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Taiwan,0
154,3,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Xinjiang,0
155,1,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Qinghai,0
156,1,Nepal,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Nepal,0
157,1,America,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Illinois,0
158,2,Japan,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Japan,0
159,7,Thailand,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Thailand,0
160,2,South Korea,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,South Korea,0
161,3,Singapore,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Singapore,0
162,2,Vietnam,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Vietnam,0
163,3,France,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,France,0
164,4,Australia,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Australia,0
165,3,Malaysia,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Malaysia,0
166,1,America,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Washington,0
167,27,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Shandong,0
168,10,China,2020-01-25,2020-01-25 17:00:00,0,2020-01-25,Tianjin,0
169,1,America,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Washington,0
170,1058,China,2020-01-26,2020-01-26 16:00:00,52,2020-01-26,Hubei,42
171,111,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Guangdong,2
172,104,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Zhejiang,1
173,83,China,2020-01-26,2020-01-26 16:00:00,1,2020-01-26,Henan,0
174,75,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Chongqing,0
175,69,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Hunan,0
176,60,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Anhui,0
177,46,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Shandong,0
178,44,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Sichuan,0
179,13,China,2020-01-26,2020-01-26 16:00:00,1,2020-01-26,Hebei,0
180,40,China,2020-01-26,2020-01-26 16:00:00,1,2020-01-26,Shanghai,1
181,36,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Jiangxi,0
182,36,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Guangxi,0
183,15,China,2020-01-26,2020-01-26 16:00:00,1,2020-01-26,Heilongjiang,0
184,16,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Yunnan,0
185,21,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Liaoning,0
186,22,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Shaanxi,0
187,14,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Tianjin,0
188,9,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Shanxi,0
189,33,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Jiangsu,1
190,68,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Beijing,2
191,35,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Fujian,0
192,4,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Xinjiang,0
193,1,America,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Arizona,0
194,1,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Qinghai,0
195,4,Taiwan,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Taiwan,0
196,4,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Jilin,0
197,7,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Gansu,0
198,5,Macau,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Macau,0
199,5,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Guizhou,0
200,1,America,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Illinois,0
201,4,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Ningxia,0
202,2,America,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,California,0
203,8,Hong Kong,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Hong Kong,0
204,1,Canada,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Ontario,0
205,8,Thailand,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Thailand,2
206,3,South Korea,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,South Korea,0
207,4,Singapore,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Singapore,0
208,2,Vietnam,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Vietnam,0
209,3,France,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,France,0
210,4,Australia,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Australia,0
211,1,Nepal,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Nepal,0
212,4,Malaysia,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Malaysia,0
213,7,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Inner Mongolia,0
214,4,Japan,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Japan,1
215,22,China,2020-01-26,2020-01-26 16:00:00,0,2020-01-26,Hainan,0
216,4,Japan,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Japan,1
217,11,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Inner Mongolia,0
218,151,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Guangdong,4
219,128,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Zhejiang,1
220,128,China,2020-01-27,2020-01-27 23:59:00,1,2020-01-27,Henan,0
221,110,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Chongqing,0
222,100,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Hunan,0
223,80,China,2020-01-27,2020-01-27 23:59:00,1,2020-01-27,Beijing,2
224,72,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Jiangxi,2
225,70,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Anhui,0
226,69,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Sichuan,0
227,1423,China,2020-01-27,2020-01-27 23:59:00,76,2020-01-27,Hubei,45
228,59,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Fujian,0
229,47,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Jiangsu,1
230,53,China,2020-01-27,2020-01-27 23:59:00,1,2020-01-27,Shanghai,3
231,14,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Gansu,0
232,18,China,2020-01-27,2020-01-27 23:59:00,1,2020-01-27,Hebei,0
233,21,China,2020-01-27,2020-01-27 23:59:00,1,2020-01-27,Heilongjiang,0
234,23,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Tianjin,0
235,13,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Shanxi,0
236,27,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Liaoning,0
237,33,China,2020-01-27,2020-01-27 23:59:00,1,2020-01-27,Hainan,0
238,35,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Shaanxi,0
239,75,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Shandong,0
240,46,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Guangxi,0
241,7,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Guizhou,0
242,4,South Korea,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,South Korea,0
243,6,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Jilin,0
244,6,Macau,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Macau,0
245,6,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Qinghai,0
246,5,Taiwan,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Taiwan,0
247,5,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Xinjiang,0
248,1,America,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Washington,0
249,1,America,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Illinois,0
250,2,America,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,California,0
251,1,America,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Arizona,0
252,8,Thailand,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Thailand,2
253,8,Hong Kong,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Hong Kong,0
254,1,Australia,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Victoria,0
255,2,Vietnam,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Vietnam,0
256,3,France,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,France,0
257,1,Nepal,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Nepal,0
258,4,Malaysia,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Malaysia,0
259,1,Canada,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Ontario,0
260,1,Cambodia,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Cambodia,0
261,1,Sri Lanka,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Sri Lanka,0
262,1,Ivory Coast,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Ivory Coast,0
263,4,Australia,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,New South Wales,0
264,7,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Ningxia,0
265,5,Singapore,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Singapore,0
266,26,China,2020-01-27,2020-01-27 23:59:00,0,2020-01-27,Yunnan,0
267,7,Japan,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Japan,1
268,3554,China,2020-01-28,2020-01-28 23:00:00,125,2020-01-28,Hubei,80
269,207,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Guangdong,4
270,173,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Zhejiang,3
271,168,China,2020-01-28,2020-01-28 23:00:00,1,2020-01-28,Henan,0
272,143,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Hunan,0
273,132,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Chongqing,0
274,106,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Anhui,0
275,95,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Shandong,0
276,91,China,2020-01-28,2020-01-28 23:00:00,1,2020-01-28,Beijing,4
277,90,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Sichuan,0
278,11,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Ningxia,0
279,80,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Fujian,0
280,66,China,2020-01-28,2020-01-28 23:00:00,1,2020-01-28,Shanghai,4
281,70,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Jiangsu,1
282,24,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Tianjin,0
283,27,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Shanxi,0
284,33,China,2020-01-28,2020-01-28 23:00:00,1,2020-01-28,Heilongjiang,0
285,33,China,2020-01-28,2020-01-28 23:00:00,1,2020-01-28,Hebei,0
286,19,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Gansu,0
287,40,China,2020-01-28,2020-01-28 23:00:00,1,2020-01-28,Hainan,0
288,44,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Yunnan,0
289,46,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Shaanxi,0
290,109,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Jiangxi,3
291,15,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Inner Mongolia,0
292,8,Hong Kong,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Hong Kong,0
293,10,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Xinjiang,0
294,8,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Jilin,0
295,8,Taiwan,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Taiwan,0
296,4,Germany,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Bavaria,0
297,7,Macau,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Macau,0
298,6,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Qinghai,0
299,1,America,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Washington,0
300,1,America,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Illinois,0
301,2,America,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,California,0
302,1,America,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Arizona,0
303,14,Thailand,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Thailand,5
304,9,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Guizhou,0
305,7,Singapore,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Singapore,0
306,2,Vietnam,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Vietnam,0
307,4,France,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,France,0
308,1,Nepal,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Nepal,0
309,4,Malaysia,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Malaysia,0
310,1,Canada,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Ontario,0
311,1,Canada,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,British Columbia,0
312,1,Cambodia,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Cambodia,0
313,1,Sri Lanka,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Sri Lanka,0
314,4,Australia,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,New South Wales,0
315,1,Australia,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Victoria,0
316,4,South Korea,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,South Korea,0
317,51,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Guangxi,2
318,34,China,2020-01-28,2020-01-28 23:00:00,0,2020-01-28,Liaoning,0
319,14,Thailand,2020-01-29,2020-01-29 19:30:00,0,2020-01-29,Thailand,5
