,confirmed,country,date,datetime,deaths,file_date,province,recovered
2305,245,China,2020-02-25,2020-02-25 15:23:04,1,2020-02-25,Shaanxi,186
2428,10,Macau,2020-02-25,2020-02-25 15:23:04,0,2020-02-26,Macau,7
2310,135,China,2020-02-25,2020-02-25 15:23:04,3,2020-02-25,Tianjin,91
2285,64786,China,2020-02-25,2020-02-25 15:23:04,2563,2020-02-25,Hubei,18971
2333,10,Macau,2020-02-25,2020-02-25 15:23:04,0,2020-02-25,Macau,7
2298,480,China,2020-02-25,2020-02-25 15:23:04,12,2020-02-25,Heilongjiang,243
2314,93,China,2020-02-25,2020-02-25 15:23:04,1,2020-02-25,Jilin,63
2316,91,Singapore,2020-02-25,2020-02-25 18:55:32,0,2020-02-25,Singapore,53
2301,322,Italy,2020-02-25,2020-02-25 18:55:32,10,2020-02-25,Italy,1
2344,2,Austria,2020-02-25,2020-02-25 18:55:32,0,2020-02-25,None,0
2356,1,Croatia,2020-02-25,2020-02-25 18:55:32,0,2020-02-25,Croatia,0
2324,23,Bahrain,2020-02-25,2020-02-25 18:55:32,0,2020-02-25,Bahrain,0
2366,1,Switzerland,2020-02-25,2020-02-25 19:13:21,0,2020-02-25,Switzerland,0
2467,1,Switzerland,2020-02-25,2020-02-25 19:13:21,0,2020-02-26,Switzerland,0
2813,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-02-29,"Tempe, AZ",1
3559,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-03-05,"Tempe, AZ",1
3226,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-03-03,"Tempe, AZ",1
2938,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-03-01,"Tempe, AZ",1
2322,36,America,2020-02-25,2020-02-25 21:23:03,0,2020-02-25,Unassigned Location (From Diamond Princess),0
2476,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-02-26,"Tempe, AZ",1
3753,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-03-06,"Tempe, AZ",1
3078,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-03-02,"Tempe, AZ",1
3387,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-03-04,"Tempe, AZ",1
2695,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-02-28,"Tempe, AZ",1
2329,14,France,2020-02-25,2020-02-25 21:23:03,1,2020-02-25,France,11
2375,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-02-25,"Tempe, AZ",1
2581,1,America,2020-02-25,2020-02-25 21:23:03,0,2020-02-27,"Tempe, AZ",1
2336,6,Spain,2020-02-25,2020-02-25 21:33:02,0,2020-02-25,Spain,2
2327,17,Germany,2020-02-25,2020-02-25 21:33:02,0,2020-02-25,Germany,14
2311,133,China,2020-02-25,2020-02-25 23:13:03,0,2020-02-25,Shanxi,98
2296,576,China,2020-02-25,2020-02-25 23:23:03,6,2020-02-25,Chongqing,372
2783,1,Algeria,2020-02-25,2020-02-25 23:43:03,0,2020-02-29,Algeria,0
2332,11,Kuwait,2020-02-25,2020-02-25 23:43:03,0,2020-02-25,Kuwait,0
2665,1,Algeria,2020-02-25,2020-02-25 23:43:03,0,2020-02-28,Algeria,0
2453,1,Algeria,2020-02-25,2020-02-25 23:43:03,0,2020-02-26,Algeria,0
2352,1,Algeria,2020-02-25,2020-02-25 23:43:03,0,2020-02-25,Algeria,0
2911,1,Algeria,2020-02-25,2020-02-25 23:43:03,0,2020-03-01,Algeria,0
2557,1,Algeria,2020-02-25,2020-02-25 23:43:03,0,2020-02-27,Algeria,0
2319,75,China,2020-02-25,2020-02-25 23:53:02,0,2020-02-25,Inner Mongolia,35
2407,121,China,2020-02-26,2020-02-26 00:13:05,1,2020-02-26,Liaoning,88
2441,2,Austria,2020-02-26,2020-02-26 00:13:06,0,2020-02-26,Austria,0
2394,400,China,2020-02-26,2020-02-26 00:53:02,4,2020-02-26,Beijing,235
2386,934,China,2020-02-26,2020-02-26 01:13:04,1,2020-02-26,Jiangxi,719
2414,71,China,2020-02-26,2020-02-26 03:53:01,0,2020-02-26,Ningxia,65
2432,5,Iraq,2020-02-26,2020-02-26 04:53:02,0,2020-02-26,Iraq,0
2648,4,Oman,2020-02-26,2020-02-26 04:53:02,0,2020-02-28,Oman,0
2435,4,Oman,2020-02-26,2020-02-26 04:53:02,0,2020-02-26,Oman,0
2539,4,Oman,2020-02-26,2020-02-26 04:53:02,0,2020-02-27,Oman,0
2401,174,China,2020-02-26,2020-02-26 05:13:16,2,2020-02-26,Yunnan,144
2416,40,Thailand,2020-02-26,2020-02-26 07:23:03,0,2020-02-26,Thailand,22
2519,40,Thailand,2020-02-26,2020-02-26 07:23:03,0,2020-02-27,Thailand,22
2389,631,China,2020-02-26,2020-02-26 10:13:11,0,2020-02-26,Jiangsu,478
2391,531,China,2020-02-26,2020-02-26 10:13:11,3,2020-02-26,Sichuan,307
2385,989,China,2020-02-26,2020-02-26 10:13:11,6,2020-02-26,Anhui,744
2384,1016,China,2020-02-26,2020-02-26 10:13:11,4,2020-02-26,Hunan,783
2396,312,China,2020-02-26,2020-02-26 10:33:02,6,2020-02-26,Hebei,261
2392,480,China,2020-02-26,2020-02-26 10:33:02,12,2020-02-26,Heilongjiang,249
2380,1347,China,2020-02-26,2020-02-26 10:33:02,7,2020-02-26,Guangdong,851
2381,1271,China,2020-02-26,2020-02-26 10:33:02,19,2020-02-26,Henan,1033
2383,1205,China,2020-02-26,2020-02-26 10:33:02,1,2020-02-26,Zhejiang,867
2397,294,China,2020-02-26,2020-02-26 10:33:02,1,2020-02-26,Fujian,218
2382,1261,South Korea,2020-02-26,2020-02-26 11:03:11,12,2020-02-26,South Korea,22
2522,32,Taiwan,2020-02-26,2020-02-26 12:23:04,1,2020-02-27,Taiwan,5
2418,32,Taiwan,2020-02-26,2020-02-26 12:23:04,1,2020-02-26,Taiwan,5
2387,756,China,2020-02-26,2020-02-26 12:43:02,6,2020-02-26,Shandong,377
2405,135,China,2020-02-26,2020-02-26 12:43:02,3,2020-02-26,Tianjin,96
2402,168,China,2020-02-26,2020-02-26 12:43:02,5,2020-02-26,Hainan,129
2408,93,China,2020-02-26,2020-02-26 14:13:10,1,2020-02-26,Jilin,65
2398,252,China,2020-02-26,2020-02-26 14:13:10,2,2020-02-26,Guangxi,147
2406,133,China,2020-02-26,2020-02-26 14:13:10,0,2020-02-26,Shanxi,104
2399,245,China,2020-02-26,2020-02-26 14:13:10,1,2020-02-26,Shaanxi,192
2512,91,China,2020-02-26,2020-02-26 14:13:10,2,2020-02-27,Gansu,81
2411,91,China,2020-02-26,2020-02-26 14:13:10,2,2020-02-26,Gansu,81
2379,65187,China,2020-02-26,2020-02-26 14:13:10,2615,2020-02-26,Hubei,20969
2412,76,China,2020-02-26,2020-02-26 14:23:03,2,2020-02-26,Xinjiang,34
2413,75,China,2020-02-26,2020-02-26 15:03:05,0,2020-02-26,Inner Mongolia,38
2460,1,Greece,2020-02-26,2020-02-26 15:53:05,0,2020-02-26,Greece,0
2447,2,Sweden,2020-02-26,2020-02-26 18:53:02,0,2020-02-26,Sweden,0
2654,2,Finland,2020-02-26,2020-02-26 19:03:08,0,2020-02-28,Finland,1
2459,1,Georgia,2020-02-26,2020-02-26 19:03:08,0,2020-02-26,Georgia,0
2547,2,Finland,2020-02-26,2020-02-26 19:03:08,0,2020-02-27,Finland,1
2463,1,North Macedonia,2020-02-26,2020-02-26 19:03:08,0,2020-02-26,North Macedonia,0
2442,2,Finland,2020-02-26,2020-02-26 19:03:08,0,2020-02-26,Finland,1
2420,26,Kuwait,2020-02-26,2020-02-26 19:23:04,0,2020-02-26,Kuwait,0
2510,93,Singapore,2020-02-26,2020-02-26 19:33:02,0,2020-02-27,Singapore,62
2444,2,Lebanon,2020-02-26,2020-02-26 19:33:02,0,2020-02-26,Lebanon,0
2388,705,Others,2020-02-26,2020-02-26 19:33:02,4,2020-02-26,Diamond Princess cruise ship,10
2409,93,Singapore,2020-02-26,2020-02-26 19:33:02,0,2020-02-26,Singapore,62
2655,2,Lebanon,2020-02-26,2020-02-26 19:33:02,0,2020-02-28,Lebanon,0
2616,93,Singapore,2020-02-26,2020-02-26 19:33:02,0,2020-02-28,Singapore,62
2489,705,Others,2020-02-26,2020-02-26 19:33:02,4,2020-02-27,Diamond Princess cruise ship,10
2548,2,Lebanon,2020-02-26,2020-02-26 19:33:02,0,2020-02-27,Lebanon,0
2541,3,Croatia,2020-02-26,2020-02-26 20:03:06,0,2020-02-27,Croatia,0
2415,42,America,2020-02-26,2020-02-26 20:03:06,0,2020-02-26,Unassigned Location (From Diamond Princess),0
2518,42,America,2020-02-26,2020-02-26 20:03:06,0,2020-02-27,Unassigned Location (From Diamond Princess),0
2422,18,France,2020-02-26,2020-02-26 20:03:06,2,2020-02-26,France,11
2437,3,Croatia,2020-02-26,2020-02-26 20:03:06,0,2020-02-26,Croatia,0
2464,1,Norway,2020-02-26,2020-02-26 20:23:12,0,2020-02-26,Norway,0
2443,2,Israel,2020-02-26,2020-02-26 20:33:02,0,2020-02-26,Israel,0
2425,13,Spain,2020-02-26,2020-02-26 20:43:02,0,2020-02-26,Spain,2
2521,33,Bahrain,2020-02-26,2020-02-26 21:03:07,0,2020-02-27,Bahrain,0
2417,33,Bahrain,2020-02-26,2020-02-26 21:03:07,0,2020-02-26,Bahrain,0
2410,91,Hong Kong,2020-02-26,2020-02-26 23:43:02,2,2020-02-26,Hong Kong,24
2390,576,China,2020-02-26,2020-02-26 23:43:02,6,2020-02-26,Chongqing,384
2419,27,Germany,2020-02-26,2020-02-26 23:43:03,0,2020-02-26,Germany,15
2465,1,Romania,2020-02-26,2020-02-26 23:43:03,0,2020-02-26,Romania,0
2400,189,Japan,2020-02-26,2020-02-26 23:43:03,2,2020-02-26,Japan,22
2404,139,Iran,2020-02-26,2020-02-26 23:43:03,19,2020-02-26,Iran,49
2393,453,Italy,2020-02-26,2020-02-26 23:43:03,12,2020-02-26,Italy,3
2395,337,China,2020-02-26,2020-02-26 23:53:01,3,2020-02-26,Shanghai,272
2549,2,Pakistan,2020-02-26,2020-02-26 23:53:02,0,2020-02-27,Pakistan,0
2668,1,Brazil,2020-02-26,2020-02-26 23:53:02,0,2020-02-28,Brazil,0
2559,1,Brazil,2020-02-26,2020-02-26 23:53:02,0,2020-02-27,Brazil,0
2656,2,Pakistan,2020-02-26,2020-02-26 23:53:02,0,2020-02-28,Pakistan,0
2445,2,Pakistan,2020-02-26,2020-02-26 23:53:02,0,2020-02-26,Pakistan,0
2455,1,Brazil,2020-02-26,2020-02-26 23:53:02,0,2020-02-26,Brazil,0
2843,146,China,2020-02-27,2020-02-27 00:43:02,2,2020-03-01,Guizhou,112
2610,146,China,2020-02-27,2020-02-27 00:43:02,2,2020-02-28,Guizhou,112
2505,146,China,2020-02-27,2020-02-27 00:43:02,2,2020-02-27,Guizhou,112
2724,146,China,2020-02-27,2020-02-27 00:43:02,2,2020-02-29,Guizhou,112
2487,934,China,2020-02-27,2020-02-27 01:43:02,1,2020-02-27,Jiangxi,754
2495,410,China,2020-02-27,2020-02-27 02:23:13,5,2020-02-27,Beijing,248
2530,8,Australia,2020-02-27,2020-02-27 03:33:06,0,2020-02-27,From Diamond Princess,0
2637,7,Canada,2020-02-27,2020-02-27 03:33:06,0,2020-02-28,British Columbia,3
2532,7,Canada,2020-02-27,2020-02-27 03:33:06,0,2020-02-27,British Columbia,3
2635,8,Australia,2020-02-27,2020-02-27 03:33:06,0,2020-02-28,From Diamond Princess,0
2496,337,China,2020-02-27,2020-02-27 04:03:12,3,2020-02-27,Shanghai,276
2482,1347,China,2020-02-27,2020-02-27 09:53:02,7,2020-02-27,Guangdong,890
2511,92,Hong Kong,2020-02-27,2020-02-27 09:53:02,2,2020-02-27,Hong Kong,24
2504,168,China,2020-02-27,2020-02-27 10:03:07,5,2020-02-27,Hainan,131
2620,72,China,2020-02-27,2020-02-27 10:03:07,0,2020-02-28,Ningxia,68
2503,174,China,2020-02-27,2020-02-27 10:03:07,2,2020-02-27,Yunnan,150
2515,72,China,2020-02-27,2020-02-27 10:03:07,0,2020-02-27,Ningxia,68
2499,252,China,2020-02-27,2020-02-27 10:03:07,2,2020-02-27,Guangxi,161
2498,296,China,2020-02-27,2020-02-27 10:03:07,1,2020-02-27,Fujian,228
2500,245,Iran,2020-02-27,2020-02-27 12:03:04,26,2020-02-27,Iran,49
2481,1766,South Korea,2020-02-27,2020-02-27 12:03:04,13,2020-02-27,South Korea,22
2480,65596,China,2020-02-27,2020-02-27 12:13:14,2641,2020-02-27,Hubei,23383
2484,1205,China,2020-02-27,2020-02-27 12:43:02,1,2020-02-27,Zhejiang,932
2497,317,China,2020-02-27,2020-02-27 12:43:02,6,2020-02-27,Hebei,274
2753,10,Macau,2020-02-27,2020-02-27 12:43:02,0,2020-02-29,Macau,8
2509,93,China,2020-02-27,2020-02-27 12:43:02,1,2020-02-27,Jilin,67
2493,534,China,2020-02-27,2020-02-27 12:43:02,3,2020-02-27,Sichuan,321
2494,480,China,2020-02-27,2020-02-27 12:43:02,13,2020-02-27,Heilongjiang,270
2501,245,China,2020-02-27,2020-02-27 12:43:02,1,2020-02-27,Shaanxi,195
2485,1017,China,2020-02-27,2020-02-27 12:43:02,4,2020-02-27,Hunan,804
2529,10,Macau,2020-02-27,2020-02-27 12:43:02,0,2020-02-27,Macau,8
2634,10,Macau,2020-02-27,2020-02-27 12:43:02,0,2020-02-28,Macau,8
2875,10,Macau,2020-02-27,2020-02-27 12:43:02,0,2020-03-01,Macau,8
3002,10,Macau,2020-02-27,2020-02-27 12:43:02,0,2020-03-02,Macau,8
2513,76,China,2020-02-27,2020-02-27 12:43:02,2,2020-02-27,Xinjiang,43
2527,15,United Kingdom,2020-02-27,2020-02-27 13:23:02,0,2020-02-27,UK,8
2526,15,Spain,2020-02-27,2020-02-27 13:23:02,0,2020-02-27,Spain,2
2517,43,Kuwait,2020-02-27,2020-02-27 13:33:03,0,2020-02-27,Kuwait,0
2649,3,Austria,2020-02-27,2020-02-27 14:03:03,0,2020-02-28,Austria,0
2540,3,Austria,2020-02-27,2020-02-27 14:03:03,0,2020-02-27,Austria,0
2542,3,Greece,2020-02-27,2020-02-27 14:03:03,0,2020-02-27,Greece,0
2544,3,Israel,2020-02-27,2020-02-27 14:03:03,0,2020-02-27,Israel,1
2508,121,China,2020-02-27,2020-02-27 14:13:06,1,2020-02-27,Liaoning,93
2613,121,China,2020-02-27,2020-02-27 14:13:06,1,2020-02-28,Liaoning,93
2486,989,China,2020-02-27,2020-02-27 14:13:06,6,2020-02-27,Anhui,792
2491,631,China,2020-02-27,2020-02-27 14:13:06,0,2020-02-27,Jiangsu,498
2488,756,China,2020-02-27,2020-02-27 14:13:06,6,2020-02-27,Shandong,387
2483,1272,China,2020-02-27,2020-02-27 15:03:11,20,2020-02-27,Henan,1068
2629,23,Malaysia,2020-02-27,2020-02-27 15:13:13,0,2020-02-28,Malaysia,18
2523,23,Malaysia,2020-02-27,2020-02-27 15:13:13,0,2020-02-27,Malaysia,18
2562,1,Denmark,2020-02-27,2020-02-27 16:23:03,0,2020-02-27,Denmark,0
3539,1,North Macedonia,2020-02-27,2020-02-27 16:23:03,0,2020-03-05,North Macedonia,0
2791,1,Georgia,2020-02-27,2020-02-27 16:23:03,0,2020-02-29,Georgia,0
3210,1,North Macedonia,2020-02-27,2020-02-27 16:23:03,0,2020-03-03,North Macedonia,0
2675,1,Georgia,2020-02-27,2020-02-27 16:23:03,0,2020-02-28,Georgia,0
2674,1,Estonia,2020-02-27,2020-02-27 16:23:03,0,2020-02-28,Estonia,0
2672,1,Denmark,2020-02-27,2020-02-27 16:23:03,0,2020-02-28,Denmark,0
3371,1,North Macedonia,2020-02-27,2020-02-27 16:23:03,0,2020-03-04,North Macedonia,0
2801,1,North Macedonia,2020-02-27,2020-02-27 16:23:03,0,2020-02-29,North Macedonia,0
2685,1,North Macedonia,2020-02-27,2020-02-27 16:23:03,0,2020-02-28,North Macedonia,0
2570,1,Norway,2020-02-27,2020-02-27 16:23:03,0,2020-02-27,Norway,0
2569,1,North Macedonia,2020-02-27,2020-02-27 16:23:03,0,2020-02-27,North Macedonia,0
2564,1,Estonia,2020-02-27,2020-02-27 16:23:03,0,2020-02-27,Estonia,0
2927,1,North Macedonia,2020-02-27,2020-02-27 16:23:03,0,2020-03-01,North Macedonia,0
2918,1,Estonia,2020-02-27,2020-02-27 16:23:03,0,2020-03-01,Estonia,0
2790,1,Estonia,2020-02-27,2020-02-27 16:23:03,0,2020-02-29,Estonia,0
2565,1,Georgia,2020-02-27,2020-02-27 16:23:03,0,2020-02-27,Georgia,0
2571,1,Romania,2020-02-27,2020-02-27 16:23:03,0,2020-02-27,Romania,0
3050,1,Estonia,2020-02-27,2020-02-27 16:23:03,0,2020-03-02,Estonia,0
3061,1,North Macedonia,2020-02-27,2020-02-27 16:23:03,0,2020-03-02,North Macedonia,0
2659,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-02-28,"Sacramento County, CA",0
2906,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-03-01,"Sacramento County, CA",0
4160,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-03-08,"Sacramento County, CA",0
3038,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-03-02,"Sacramento County, CA",0
2639,7,Sweden,2020-02-27,2020-02-27 20:33:02,0,2020-02-28,Sweden,0
2552,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-02-27,"Sacramento County, CA",0
3699,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-03-06,"Sacramento County, CA",0
3184,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-03-03,"Sacramento County, CA",0
2779,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-02-29,"Sacramento County, CA",0
4425,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-03-09,"Sacramento County, CA",0
3343,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-03-04,"Sacramento County, CA",0
2534,7,Sweden,2020-02-27,2020-02-27 20:33:02,0,2020-02-27,Sweden,0
3914,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-03-07,"Sacramento County, CA",0
3514,2,America,2020-02-27,2020-02-27 20:33:02,0,2020-03-05,"Sacramento County, CA",0
2572,1,San Marino,2020-02-27,2020-02-27 21:13:10,0,2020-02-27,San Marino,0
2686,1,San Marino,2020-02-27,2020-02-27 21:13:10,0,2020-02-28,San Marino,0
2568,1,Netherlands,2020-02-27,2020-02-27 21:13:10,0,2020-02-27,Netherlands,0
2803,1,San Marino,2020-02-27,2020-02-27 21:13:10,0,2020-02-29,San Marino,0
2520,38,France,2020-02-27,2020-02-27 22:13:10,2,2020-02-27,France,11
2638,7,Iraq,2020-02-27,2020-02-27 22:23:11,0,2020-02-28,Iraq,0
2533,7,Iraq,2020-02-27,2020-02-27 22:23:11,0,2020-02-27,Iraq,0
2642,5,Canada,2020-02-27,2020-02-27 22:43:02,0,2020-02-28,"Toronto, ON",2
2536,5,Canada,2020-02-27,2020-02-27 22:43:02,0,2020-02-27,"Toronto, ON",2
2531,8,Switzerland,2020-02-27,2020-02-27 23:03:11,0,2020-02-27,Switzerland,0
2636,8,Switzerland,2020-02-27,2020-02-27 23:03:11,0,2020-02-28,Switzerland,0
2506,136,China,2020-02-27,2020-02-27 23:13:04,3,2020-02-27,Tianjin,102
2507,133,China,2020-02-27,2020-02-27 23:13:04,0,2020-02-27,Shanxi,107
2516,46,Germany,2020-02-27,2020-02-27 23:13:04,0,2020-02-27,Germany,16
2611,136,China,2020-02-27,2020-02-27 23:13:04,3,2020-02-28,Tianjin,102
2492,576,China,2020-02-27,2020-02-27 23:23:02,6,2020-02-27,Chongqing,401
2490,655,Italy,2020-02-27,2020-02-27 23:23:02,17,2020-02-27,Italy,45
2502,214,Japan,2020-02-27,2020-02-27 23:33:02,4,2020-02-27,Japan,22
2514,75,China,2020-02-27,2020-02-27 23:33:02,0,2020-02-27,Inner Mongolia,43
2622,48,Germany,2020-02-28,2020-02-28 00:13:18,0,2020-02-28,Germany,16
2585,65914,China,2020-02-28,2020-02-28 00:43:01,2682,2020-02-28,Hubei,26403
2592,935,China,2020-02-28,2020-02-28 01:13:11,1,2020-02-28,Jiangxi,790
2681,1,Netherlands,2020-02-28,2020-02-28 01:23:03,0,2020-02-28,Netherlands,0
2600,410,China,2020-02-28,2020-02-28 02:23:05,7,2020-02-28,Beijing,257
2732,91,China,2020-02-28,2020-02-28 02:33:02,2,2020-02-29,Gansu,82
2617,91,China,2020-02-28,2020-02-28 02:33:02,2,2020-02-28,Gansu,82
2673,1,Egypt,2020-02-28,2020-02-28 04:13:09,0,2020-02-28,Egypt,1
2631,19,United Arab Emirates,2020-02-28,2020-02-28 04:13:09,0,2020-02-28,United Arab Emirates,5
2789,1,Egypt,2020-02-28,2020-02-28 04:13:09,0,2020-02-29,Egypt,1
2599,480,China,2020-02-28,2020-02-28 04:43:02,13,2020-02-28,Heilongjiang,283
2591,990,China,2020-02-28,2020-02-28 04:43:02,6,2020-02-28,Anhui,821
2602,337,China,2020-02-28,2020-02-28 04:53:03,3,2020-02-28,Shanghai,279
2608,174,China,2020-02-28,2020-02-28 05:03:09,2,2020-02-28,Yunnan,156
2915,1,Canada,2020-02-28,2020-02-28 05:23:07,0,2020-03-01," Montreal, QC",0
3196,1,Canada,2020-02-28,2020-02-28 05:23:07,0,2020-03-03," Montreal, QC",0
3355,1,Canada,2020-02-28,2020-02-28 05:23:07,0,2020-03-04," Montreal, QC",0
3047,1,Canada,2020-02-28,2020-02-28 05:23:07,0,2020-03-02," Montreal, QC",0
2787,1,Canada,2020-02-28,2020-02-28 05:23:07,0,2020-02-29," Montreal, QC",0
2670,1,Canada,2020-02-28,2020-02-28 05:23:07,0,2020-02-28," Montreal, QC",0
2684,1,Ireland,2020-02-28,2020-02-28 05:43:02,0,2020-02-28,North Ireland,0
2627,34,Taiwan,2020-02-28,2020-02-28 07:13:08,1,2020-02-28,Taiwan,6
2619,75,China,2020-02-28,2020-02-28 07:23:03,0,2020-02-28,Inner Mongolia,45
2618,76,China,2020-02-28,2020-02-28 07:43:02,3,2020-02-28,Xinjiang,52
2625,41,Thailand,2020-02-28,2020-02-28 07:53:02,0,2020-02-28,Thailand,28
2606,245,China,2020-02-28,2020-02-28 08:53:03,1,2020-02-28,Shaanxi,199
2603,318,China,2020-02-28,2020-02-28 08:53:03,6,2020-02-28,Hebei,277
2615,93,China,2020-02-28,2020-02-28 08:53:03,1,2020-02-28,Jilin,73
2609,168,China,2020-02-28,2020-02-28 08:53:03,5,2020-02-28,Hainan,133
2596,631,China,2020-02-28,2020-02-28 08:53:03,0,2020-02-28,Jiangsu,515
2586,2337,South Korea,2020-02-28,2020-02-28 08:53:03,13,2020-02-28,South Korea,22
2587,1348,China,2020-02-28,2020-02-28 08:53:03,7,2020-02-28,Guangdong,935
2604,296,China,2020-02-28,2020-02-28 09:13:10,1,2020-02-28,Fujian,235
2590,1017,China,2020-02-28,2020-02-28 09:13:10,4,2020-02-28,Hunan,830
2605,252,China,2020-02-28,2020-02-28 09:13:10,2,2020-02-28,Guangxi,168
2598,538,China,2020-02-28,2020-02-28 09:23:02,3,2020-02-28,Sichuan,338
2594,756,China,2020-02-28,2020-02-28 09:23:02,6,2020-02-28,Shandong,405
2588,1272,China,2020-02-28,2020-02-28 09:23:02,20,2020-02-28,Henan,1112
2589,1205,China,2020-02-28,2020-02-28 10:03:12,1,2020-02-28,Zhejiang,975
2614,94,Hong Kong,2020-02-28,2020-02-28 10:03:12,2,2020-02-28,Hong Kong,30
2607,228,Japan,2020-02-28,2020-02-28 12:43:02,4,2020-02-28,Japan,22
2679,1,Mexico,2020-02-28,2020-02-28 15:03:26,0,2020-02-28,Mexico,0
2663,1,Azerbaijan,2020-02-28,2020-02-28 15:03:26,0,2020-02-28, Azerbaijan,0
3029,3,Romania,2020-02-28,2020-02-28 15:33:03,0,2020-03-02,Romania,0
2898,3,Romania,2020-02-28,2020-02-28 15:33:03,0,2020-03-01,Romania,0
2764,4,Greece,2020-02-28,2020-02-28 15:33:03,0,2020-02-29,Greece,0
2646,4,Greece,2020-02-28,2020-02-28 15:33:03,0,2020-02-28,Greece,0
2773,3,Romania,2020-02-28,2020-02-28 15:33:03,0,2020-02-29,Romania,0
2628,32,Spain,2020-02-28,2020-02-28 15:33:03,0,2020-02-28,Spain,2
2652,3,Romania,2020-02-28,2020-02-28 15:33:03,0,2020-02-28,Romania,0
2626,36,Bahrain,2020-02-28,2020-02-28 15:33:03,0,2020-02-28,Bahrain,0
2676,1,Iceland,2020-02-28,2020-02-28 15:33:03,0,2020-02-28,Iceland,0
2643,5,Croatia,2020-02-28,2020-02-28 15:43:03,0,2020-02-28,Croatia,0
2601,388,Iran,2020-02-28,2020-02-28 15:43:03,34,2020-02-28,Iran,73
2647,4,Israel,2020-02-28,2020-02-28 15:53:03,0,2020-02-28,Israel,1
3721,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-03-06,Lithuania,0
3538,1,Nigeria,2020-02-28,2020-02-28 16:23:03,0,2020-03-05,Nigeria,0
3209,1,Nigeria,2020-02-28,2020-02-28 16:23:03,0,2020-03-03,Nigeria,0
2682,1,New Zealand,2020-02-28,2020-02-28 16:23:03,0,2020-02-28,New Zealand,0
2920,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-03-01,Lithuania,0
2737,45,Kuwait,2020-02-28,2020-02-28 16:23:03,0,2020-02-29,Kuwait,0
2794,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-02-29,Lithuania,0
3045,1,Belarus,2020-02-28,2020-02-28 16:23:03,0,2020-03-02,Belarus,0
2913,1,Belarus,2020-02-28,2020-02-28 16:23:03,0,2020-03-01,Belarus,0
2784,1,Belarus,2020-02-28,2020-02-28 16:23:03,0,2020-02-29,Belarus,0
2683,1,Nigeria,2020-02-28,2020-02-28 16:23:03,0,2020-02-28,Nigeria,0
2858,45,Kuwait,2020-02-28,2020-02-28 16:23:03,0,2020-03-01,Kuwait,0
2677,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-02-28,Lithuania,0
2800,1,Nigeria,2020-02-28,2020-02-28 16:23:03,0,2020-02-29,Nigeria,0
2799,1,New Zealand,2020-02-28,2020-02-28 16:23:03,0,2020-02-29,New Zealand,0
2623,45,Kuwait,2020-02-28,2020-02-28 16:23:03,0,2020-02-28,Kuwait,0
3059,1,New Zealand,2020-02-28,2020-02-28 16:23:03,0,2020-03-02,New Zealand,0
2666,1,Belarus,2020-02-28,2020-02-28 16:23:03,0,2020-02-28,Belarus,0
4176,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-03-08,Lithuania,0
3725,1,Nigeria,2020-02-28,2020-02-28 16:23:03,0,2020-03-06,Nigeria,0
2926,1,Nigeria,2020-02-28,2020-02-28 16:23:03,0,2020-03-01,Nigeria,0
3936,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-03-07,Lithuania,0
3208,1,New Zealand,2020-02-28,2020-02-28 16:23:03,0,2020-03-03,New Zealand,0
2925,1,New Zealand,2020-02-28,2020-02-28 16:23:03,0,2020-03-01,New Zealand,0
3202,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-03-03,Lithuania,0
3940,1,Nigeria,2020-02-28,2020-02-28 16:23:03,0,2020-03-07,Nigeria,0
4440,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-03-09,Lithuania,0
4690,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-03-10,Lithuania,0
3533,1,Lithuania,2020-02-28,2020-02-28 16:23:03,0,2020-03-05,Lithuania,0
