,confirmed,country,deaths,datetime,province,recovered,date,file_date
1319,1,Lebanon,0,2020-02-21 15:33:03,None,0,2020-02-21,2020-02-21
1320,18,Iran,4,2020-02-21 18:53:02,Iran,0,2020-02-21,2020-02-21
1321,35,Thailand,0,2020-02-21 18:53:02,Thailand,17,2020-02-21,2020-02-21
1322,1,Egypt,0,2020-02-21 18:53:02,Egypt,0,2020-02-21,2020-02-27
1323,105,Japan,1,2020-02-21 19:03:06,Japan,22,2020-02-21,2020-02-21
1324,16,Germany,0,2020-02-21 23:03:13,Germany,14,2020-02-21,2020-02-22
1325,4,Australia,0,2020-02-21 23:03:13,From Diamond Princess,0,2020-02-21,2020-02-21
1326,572,Mainland China,6,2020-02-21 23:13:14,Chongqing,316,2020-02-21,2020-02-21
1327,1,US,0,2020-02-21 23:13:16,"Sacramento County, CA",0,2020-02-21,2020-02-23
1328,5,US,0,2020-02-21 23:23:06,"Travis, CA",0,2020-02-21,2020-02-21
1329,11,US,0,2020-02-21 23:23:06,"Ashland, NE",0,2020-02-21,2020-02-21
1330,2,US,0,2020-02-21 23:23:06,"Lackland, TX",0,2020-02-21,2020-02-21
1331,132,Mainland China,0,2020-02-21 23:33:06,Shanxi,78,2020-02-21,2020-02-21
1332,20,Italy,1,2020-02-21 23:33:06,Italy,0,2020-02-21,2020-02-21
1333,146,Mainland China,2,2020-02-22 01:03:10,Guizhou,90,2020-02-22,2020-02-22
1334,399,Mainland China,4,2020-02-22 02:23:05,Beijing,178,2020-02-22,2020-02-22
1335,121,Mainland China,1,2020-02-22 02:23:05,Liaoning,66,2020-02-22,2020-02-22
1336,174,Mainland China,2,2020-02-22 04:43:02,Yunnan,107,2020-02-22,2020-02-22
1337,249,Mainland China,2,2020-02-22 05:53:02,Guangxi,104,2020-02-22,2020-02-22
1338,934,Mainland China,1,2020-02-22 06:13:05,Jiangxi,555,2020-02-22,2020-02-22
1339,335,Mainland China,3,2020-02-22 06:33:17,Shanghai,227,2020-02-22,2020-02-22
1340,631,Mainland China,0,2020-02-22 07:43:03,Jiangsu,401,2020-02-22,2020-02-22
1341,989,Mainland China,6,2020-02-22 07:43:03,Anhui,597,2020-02-22,2020-02-22
1342,433,South Korea,2,2020-02-22 08:33:02,South Korea,16,2020-02-22,2020-02-22
1343,750,Mainland China,4,2020-02-22 09:43:02,Shandong,302,2020-02-22,2020-02-22
1344,245,Mainland China,1,2020-02-22 09:53:02,Shaanxi,149,2020-02-22,2020-02-22
1345,168,Mainland China,4,2020-02-22 09:53:02,Hainan,104,2020-02-22,2020-02-22
1346,1339,Mainland China,5,2020-02-22 10:03:04,Guangdong,728,2020-02-22,2020-02-22
1347,1013,Mainland China,4,2020-02-22 10:03:04,Hunan,692,2020-02-22,2020-02-22
1348,28,Iran,5,2020-02-22 10:03:05,Iran,0,2020-02-22,2020-02-22
1350,479,Mainland China,12,2020-02-22 11:13:13,Heilongjiang,204,2020-02-22,2020-02-22
1349,1205,Mainland China,1,2020-02-22 11:13:13,Zhejiang,719,2020-02-22,2020-02-22
1351,76,Mainland China,2,2020-02-22 11:13:14,Xinjiang,25,2020-02-22,2020-02-22
1352,135,Mainland China,3,2020-02-22 12:33:04,Tianjin,65,2020-02-22,2020-02-22
1353,91,Mainland China,1,2020-02-22 12:33:04,Jilin,52,2020-02-22,2020-02-22
1354,309,Mainland China,6,2020-02-22 12:33:04,Hebei,203,2020-02-22,2020-02-22
1355,526,Mainland China,3,2020-02-22 13:03:03,Sichuan,250,2020-02-22,2020-02-22
1356,69,Hong Kong,2,2020-02-22 13:23:05,Hong Kong,6,2020-02-22,2020-02-22
1357,293,Mainland China,1,2020-02-22 14:03:04,Fujian,162,2020-02-22,2020-02-22
1358,1270,Mainland China,19,2020-02-22 14:13:38,Henan,830,2020-02-22,2020-02-22
1359,122,Japan,1,2020-02-22 14:53:02,Japan,22,2020-02-22,2020-02-22
1360,13,United Arab Emirates,0,2020-02-22 14:53:02,United Arab Emirates,4,2020-02-22,2020-02-22
1361,5,US,0,2020-02-22 17:13:24,"Travis, CA (From Diamond Princess)",0,2020-02-22,2020-02-23
1362,2,US,0,2020-02-22 17:13:24,"Lackland, TX (From Diamond Princess)",0,2020-02-22,2020-02-23
1363,1,Israel,0,2020-02-22 20:53:02,From Diamond Princess,0,2020-02-22,2020-02-22
1364,1,Lebanon,0,2020-02-22 20:53:02,Lebanon,0,2020-02-22,2020-02-24
1365,11,US,0,2020-02-22 23:03:09,"Omaha, NE (From Diamond Princess)",0,2020-02-22,2020-02-22
1366,132,Mainland China,0,2020-02-22 23:23:05,Shanxi,81,2020-02-22,2020-02-22
1367,573,Mainland China,6,2020-02-22 23:23:05,Chongqing,328,2020-02-22,2020-02-22
1368,64084,Mainland China,2346,2020-02-22 23:33:06,Hubei,15299,2020-02-22,2020-02-22
1369,62,Italy,2,2020-02-22 23:43:02,Italy,1,2020-02-22,2020-02-22
1370,75,Mainland China,0,2020-02-22 23:53:01,Inner Mongolia,26,2020-02-22,2020-02-22
1371,399,Mainland China,4,2020-02-23 01:13:13,Beijing,189,2020-02-23,2020-02-23
1372,335,Mainland China,3,2020-02-23 03:13:07,Shanghai,249,2020-02-23,2020-02-23
1373,174,Mainland China,2,2020-02-23 05:33:03,Yunnan,115,2020-02-23,2020-02-23
1374,71,Mainland China,0,2020-02-23 05:33:03,Ningxia,56,2020-02-23,2020-02-23
1375,1342,Mainland China,6,2020-02-23 08:53:02,Guangdong,755,2020-02-23,2020-02-23
1376,631,Mainland China,0,2020-02-23 08:53:02,Jiangsu,418,2020-02-23,2020-02-23
1377,526,Mainland China,3,2020-02-23 08:53:02,Sichuan,261,2020-02-23,2020-02-23
1378,934,Mainland China,1,2020-02-23 09:23:02,Jiangxi,613,2020-02-23,2020-02-23
1379,75,Mainland China,0,2020-02-23 09:43:02,Inner Mongolia,27,2020-02-23,2020-02-23
1381,28,Taiwan,1,2020-02-23 09:53:02,Taiwan,2,2020-02-23,2020-02-23
1380,74,Hong Kong,2,2020-02-23 09:53:02,Hong Kong,11,2020-02-23,2020-02-23
1382,1271,Mainland China,19,2020-02-23 10:23:02,Henan,868,2020-02-23,2020-02-23
1383,249,Mainland China,2,2020-02-23 10:33:03,Guangxi,106,2020-02-23,2020-02-23
1384,1016,Mainland China,4,2020-02-23 10:33:03,Hunan,714,2020-02-23,2020-02-23
1385,293,Mainland China,1,2020-02-23 10:33:03,Fujian,170,2020-02-23,2020-02-23
1386,989,Mainland China,6,2020-02-23 10:53:02,Anhui,637,2020-02-23,2020-02-23
1389,64084,Mainland China,2346,2020-02-23 11:33:03,Hubei,15343,2020-02-23,2020-02-23
1387,754,Mainland China,4,2020-02-23 11:33:03,Shandong,321,2020-02-23,2020-02-23
1388,311,Mainland China,6,2020-02-23 11:33:03,Hebei,219,2020-02-23,2020-02-23
1390,245,Mainland China,1,2020-02-23 12:13:14,Shaanxi,163,2020-02-23,2020-02-23
1391,91,Mainland China,1,2020-02-23 12:43:02,Jilin,54,2020-02-23,2020-02-23
1392,135,Mainland China,3,2020-02-23 12:43:02,Tianjin,81,2020-02-23,2020-02-23
1393,146,Mainland China,2,2020-02-23 12:43:02,Guizhou,102,2020-02-23,2020-02-24
1394,91,Mainland China,2,2020-02-23 13:23:06,Gansu,78,2020-02-23,2020-02-23
1395,121,Mainland China,1,2020-02-23 13:33:02,Liaoning,73,2020-02-23,2020-02-23
1396,480,Mainland China,12,2020-02-23 13:43:02,Heilongjiang,222,2020-02-23,2020-02-23
1397,1205,Mainland China,1,2020-02-23 13:43:02,Zhejiang,760,2020-02-23,2020-02-23
1398,76,Mainland China,2,2020-02-23 14:43:04,Xinjiang,28,2020-02-23,2020-02-23
1399,35,Thailand,0,2020-02-23 15:03:05,Thailand,21,2020-02-23,2020-02-23
1400,89,Singapore,0,2020-02-23 15:13:15,Singapore,51,2020-02-23,2020-02-23
1401,43,Iran,8,2020-02-23 15:13:15,Iran,0,2020-02-23,2020-02-23
1402,0,Iraq,0,2020-02-23 18:23:06,None,0,2020-02-23,2020-02-23
1403,691,Others,3,2020-02-23 22:33:03,Diamond Princess cruise ship,0,2020-02-23,2020-02-24
1404,132,Mainland China,0,2020-02-23 23:03:08,Shanxi,88,2020-02-23,2020-02-23
1405,575,Mainland China,6,2020-02-23 23:13:05,Chongqing,335,2020-02-23,2020-02-23
1406,168,Mainland China,5,2020-02-23 23:23:03,Hainan,106,2020-02-23,2020-02-23
1407,602,South Korea,6,2020-02-23 23:33:07,South Korea,18,2020-02-23,2020-02-23
1408,147,Japan,1,2020-02-23 23:33:07,Japan,22,2020-02-23,2020-02-23
1409,155,Italy,3,2020-02-23 23:43:02,Italy,2,2020-02-23,2020-02-23
1410,399,Mainland China,4,2020-02-24 00:53:02,Beijing,198,2020-02-24,2020-02-24
1411,934,Mainland China,1,2020-02-24 01:23:09,Jiangxi,645,2020-02-24,2020-02-24
1413,71,Mainland China,0,2020-02-24 06:53:02,Ningxia,58,2020-02-24,2020-02-24
1414,121,Mainland China,1,2020-02-24 06:53:02,Liaoning,80,2020-02-24,2020-02-24
1412,251,Mainland China,2,2020-02-24 06:53:02,Guangxi,112,2020-02-24,2020-02-24
1415,335,Mainland China,3,2020-02-24 07:03:06,Shanghai,261,2020-02-24,2020-02-24
1416,13,UK,0,2020-02-24 08:33:02,UK,8,2020-02-24,2020-02-26
1417,989,Mainland China,6,2020-02-24 09:43:02,Anhui,663,2020-02-24,2020-02-24
1418,93,Mainland China,1,2020-02-24 09:43:02,Jilin,60,2020-02-24,2020-02-24
1419,1205,Mainland China,1,2020-02-24 09:43:02,Zhejiang,782,2020-02-24,2020-02-24
1420,30,Taiwan,1,2020-02-24 10:13:28,Taiwan,5,2020-02-24,2020-02-24
1422,1345,Mainland China,6,2020-02-24 10:23:02,Guangdong,786,2020-02-24,2020-02-24
1421,293,Mainland China,1,2020-02-24 10:23:02,Fujian,183,2020-02-24,2020-02-24
1423,755,Mainland China,5,2020-02-24 10:23:02,Shandong,343,2020-02-24,2020-02-24
1424,64287,Mainland China,2495,2020-02-24 11:13:09,Hubei,16748,2020-02-24,2020-02-24
1425,61,Iran,12,2020-02-24 11:13:10,Iran,0,2020-02-24,2020-02-24
1426,833,South Korea,8,2020-02-24 11:13:10,South Korea,18,2020-02-24,2020-02-24
1427,79,Hong Kong,2,2020-02-24 11:23:06,Hong Kong,19,2020-02-24,2020-02-24
1428,22,Malaysia,0,2020-02-24 11:53:02,Malaysia,18,2020-02-24,2020-02-25
1429,1271,Mainland China,19,2020-02-24 13:23:05,Henan,943,2020-02-24,2020-02-24
1432,527,Mainland China,3,2020-02-24 14:13:11,Sichuan,276,2020-02-24,2020-02-24
1430,311,Mainland China,6,2020-02-24 14:13:11,Hebei,234,2020-02-24,2020-02-24
1431,1016,Mainland China,4,2020-02-24 14:13:11,Hunan,731,2020-02-24,2020-02-24
1433,159,Japan,1,2020-02-24 14:23:03,Japan,22,2020-02-24,2020-02-24
1434,3,Canada,0,2020-02-24 14:43:03,"Toronto, ON",2,2020-02-24,2020-02-26
1435,480,Mainland China,12,2020-02-24 14:53:02,Heilongjiang,227,2020-02-24,2020-02-24
1436,245,Mainland China,1,2020-02-24 14:53:02,Shaanxi,173,2020-02-24,2020-02-24
1437,168,Mainland China,5,2020-02-24 14:53:02,Hainan,116,2020-02-24,2020-02-24
1438,631,Mainland China,0,2020-02-24 14:53:02,Jiangsu,452,2020-02-24,2020-02-24
1441,76,Mainland China,2,2020-02-24 15:03:05,Xinjiang,30,2020-02-24,2020-02-24
1440,135,Mainland China,3,2020-02-24 15:03:05,Tianjin,87,2020-02-24,2020-02-24
1439,75,Mainland China,0,2020-02-24 15:03:05,Inner Mongolia,34,2020-02-24,2020-02-24
1442,91,Mainland China,2,2020-02-24 15:13:07,Gansu,80,2020-02-24,2020-02-25
1443,174,Mainland China,2,2020-02-24 23:13:02,Yunnan,124,2020-02-24,2020-02-24
1444,133,Mainland China,0,2020-02-24 23:13:02,Shanxi,94,2020-02-24,2020-02-24
1445,576,Mainland China,6,2020-02-24 23:23:01,Chongqing,349,2020-02-24,2020-02-24
1453,1,Afghanistan,0,2020-02-24 23:33:02,Afghanistan,0,2020-02-24,2020-03-01
1452,0,US,0,2020-02-24 23:33:02,"Lackland, TX (From Diamond Princess)",0,2020-02-24,2020-03-03
1451,0,US,0,2020-02-24 23:33:02,"Travis, CA (From Diamond Princess)",0,2020-02-24,2020-03-02
1450,0,US,0,2020-02-24 23:33:02,"Omaha, NE (From Diamond Princess)",0,2020-02-24,2020-03-02
1447,1,Bahrain,0,2020-02-24 23:33:02,Bahrain,0,2020-02-24,2020-02-24
1448,1,Kuwait,0,2020-02-24 23:33:02,Kuwait,0,2020-02-24,2020-02-24
1446,1,Iraq,0,2020-02-24 23:33:02,Iraq,0,2020-02-24,2020-02-25
1449,36,US,0,2020-02-24 23:33:02,Unassigned Location (From Diamond Princess),0,2020-02-24,2020-02-24
1454,229,Italy,7,2020-02-24 23:43:01,Italy,1,2020-02-24,2020-02-24
1455,2,Oman,0,2020-02-24 23:43:01,Oman,0,2020-02-24,2020-02-24
1456,121,Mainland China,1,2020-02-25 00:23:03,Liaoning,83,2020-02-25,2020-02-25
1457,631,Mainland China,0,2020-02-25 00:53:02,Jiangsu,458,2020-02-25,2020-02-25
1458,2,Oman,0,2020-02-25 01:13:09,Oman,0,2020-02-25,2020-02-25
1459,400,Mainland China,4,2020-02-25 01:33:02,Beijing,215,2020-02-25,2020-02-25
1460,7,Canada,0,2020-02-25 02:23:05,British Columbia,0,2020-02-25,2020-02-25
1461,71,Mainland China,0,2020-02-25 03:53:02,Ningxia,61,2020-02-25,2020-02-25
1462,174,Mainland China,2,2020-02-25 04:53:02,Yunnan,129,2020-02-25,2020-02-25
1464,336,Mainland China,3,2020-02-25 06:33:02,Shanghai,268,2020-02-25,2020-02-25
1463,989,Mainland China,6,2020-02-25 06:33:02,Anhui,712,2020-02-25,2020-02-25
1465,31,Taiwan,1,2020-02-25 06:53:02,Taiwan,5,2020-02-25,2020-02-25
1466,146,Mainland China,2,2020-02-25 08:03:07,Guizhou,104,2020-02-25,2020-02-25
1467,977,South Korea,10,2020-02-25 08:13:19,South Korea,22,2020-02-25,2020-02-25
1468,1347,Mainland China,7,2020-02-25 08:53:02,Guangdong,822,2020-02-25,2020-02-25
1469,37,Thailand,0,2020-02-25 08:53:02,Thailand,22,2020-02-25,2020-02-25
1470,16,Vietnam,0,2020-02-25 08:53:02,Vietnam,16,2020-02-25,2020-02-26
1471,1205,Mainland China,1,2020-02-25 09:13:05,Zhejiang,808,2020-02-25,2020-02-25
1472,84,Hong Kong,2,2020-02-25 09:43:02,Hong Kong,19,2020-02-25,2020-02-25
1473,294,Mainland China,1,2020-02-25 10:03:07,Fujian,199,2020-02-25,2020-02-25
1474,252,Mainland China,2,2020-02-25 10:03:07,Guangxi,134,2020-02-25,2020-02-25
1475,1271,Mainland China,19,2020-02-25 12:43:02,Henan,1002,2020-02-25,2020-02-25
1476,311,Mainland China,6,2020-02-25 12:43:02,Hebei,248,2020-02-25,2020-02-25
1477,756,Mainland China,6,2020-02-25 12:53:02,Shandong,355,2020-02-25,2020-02-25
1478,168,Mainland China,5,2020-02-25 12:53:02,Hainan,124,2020-02-25,2020-02-25
1480,170,Japan,1,2020-02-25 14:53:03,Japan,22,2020-02-25,2020-02-25
1479,95,Iran,16,2020-02-25 14:53:03,Iran,0,2020-02-25,2020-02-25
1481,934,Mainland China,1,2020-02-25 15:03:05,Jiangxi,683,2020-02-25,2020-02-25
1482,1016,Mainland China,4,2020-02-25 15:03:05,Hunan,768,2020-02-25,2020-02-25
1483,529,Mainland China,3,2020-02-25 15:03:05,Sichuan,289,2020-02-25,2020-02-25
1484,245,Mainland China,1,2020-02-25 15:23:04,Shaanxi,186,2020-02-25,2020-02-25
1485,480,Mainland China,12,2020-02-25 15:23:04,Heilongjiang,243,2020-02-25,2020-02-25
1486,64786,Mainland China,2563,2020-02-25 15:23:04,Hubei,18971,2020-02-25,2020-02-25
1487,135,Mainland China,3,2020-02-25 15:23:04,Tianjin,91,2020-02-25,2020-02-25
1488,10,Macau,0,2020-02-25 15:23:04,Macau,7,2020-02-25,2020-02-25
1489,93,Mainland China,1,2020-02-25 15:23:04,Jilin,63,2020-02-25,2020-02-25
1493,1,Croatia,0,2020-02-25 18:55:32,Croatia,0,2020-02-25,2020-02-25
1492,322,Italy,10,2020-02-25 18:55:32,Italy,1,2020-02-25,2020-02-25
1494,91,Singapore,0,2020-02-25 18:55:32,Singapore,53,2020-02-25,2020-02-25
1490,23,Bahrain,0,2020-02-25 18:55:32,Bahrain,0,2020-02-25,2020-02-25
1491,2,Austria,0,2020-02-25 18:55:32,None,0,2020-02-25,2020-02-25
1495,1,Switzerland,0,2020-02-25 19:13:21,Switzerland,0,2020-02-25,2020-02-26
1498,14,France,1,2020-02-25 21:23:03,France,11,2020-02-25,2020-02-25
1496,1,US,0,2020-02-25 21:23:03,"Tempe, AZ",1,2020-02-25,2020-03-01
1497,36,US,0,2020-02-25 21:23:03,Unassigned Location (From Diamond Princess),0,2020-02-25,2020-02-25
1499,6,Spain,0,2020-02-25 21:33:02,Spain,2,2020-02-25,2020-02-25
1500,17,Germany,0,2020-02-25 21:33:02,Germany,14,2020-02-25,2020-02-25
1501,133,Mainland China,0,2020-02-25 23:13:03,Shanxi,98,2020-02-25,2020-02-25
1502,576,Mainland China,6,2020-02-25 23:23:03,Chongqing,372,2020-02-25,2020-02-25
1503,11,Kuwait,0,2020-02-25 23:43:03,Kuwait,0,2020-02-25,2020-02-25
1504,1,Algeria,0,2020-02-25 23:43:03,Algeria,0,2020-02-25,2020-02-29
1505,75,Mainland China,0,2020-02-25 23:53:02,Inner Mongolia,35,2020-02-25,2020-02-25
1506,121,Mainland China,1,2020-02-26 00:13:05,Liaoning,88,2020-02-26,2020-02-26
1507,2,Austria,0,2020-02-26 00:13:06,Austria,0,2020-02-26,2020-02-26
1508,400,Mainland China,4,2020-02-26 00:53:02,Beijing,235,2020-02-26,2020-02-26
1509,934,Mainland China,1,2020-02-26 01:13:04,Jiangxi,719,2020-02-26,2020-02-26
1510,71,Mainland China,0,2020-02-26 03:53:01,Ningxia,65,2020-02-26,2020-02-26
1512,4,Oman,0,2020-02-26 04:53:02,Oman,0,2020-02-26,2020-02-27
1511,5,Iraq,0,2020-02-26 04:53:02,Iraq,0,2020-02-26,2020-02-26
1513,174,Mainland China,2,2020-02-26 05:13:16,Yunnan,144,2020-02-26,2020-02-26
1514,40,Thailand,0,2020-02-26 07:23:03,Thailand,22,2020-02-26,2020-02-26
1515,631,Mainland China,0,2020-02-26 10:13:11,Jiangsu,478,2020-02-26,2020-02-26
1516,989,Mainland China,6,2020-02-26 10:13:11,Anhui,744,2020-02-26,2020-02-26
1517,1016,Mainland China,4,2020-02-26 10:13:11,Hunan,783,2020-02-26,2020-02-26
1518,531,Mainland China,3,2020-02-26 10:13:11,Sichuan,307,2020-02-26,2020-02-26
1519,1347,Mainland China,7,2020-02-26 10:33:02,Guangdong,851,2020-02-26,2020-02-26
1520,294,Mainland China,1,2020-02-26 10:33:02,Fujian,218,2020-02-26,2020-02-26
1521,1271,Mainland China,19,2020-02-26 10:33:02,Henan,1033,2020-02-26,2020-02-26
1522,312,Mainland China,6,2020-02-26 10:33:02,Hebei,261,2020-02-26,2020-02-26
1523,1205,Mainland China,1,2020-02-26 10:33:02,Zhejiang,867,2020-02-26,2020-02-26
1524,480,Mainland China,12,2020-02-26 10:33:02,Heilongjiang,249,2020-02-26,2020-02-26
1525,1261,South Korea,12,2020-02-26 11:03:11,South Korea,22,2020-02-26,2020-02-26
1526,32,Taiwan,1,2020-02-26 12:23:04,Taiwan,5,2020-02-26,2020-02-27
1529,168,Mainland China,5,2020-02-26 12:43:02,Hainan,129,2020-02-26,2020-02-26
1527,135,Mainland China,3,2020-02-26 12:43:02,Tianjin,96,2020-02-26,2020-02-26
1528,756,Mainland China,6,2020-02-26 12:43:02,Shandong,377,2020-02-26,2020-02-26
1530,65187,Mainland China,2615,2020-02-26 14:13:10,Hubei,20969,2020-02-26,2020-02-26
1531,133,Mainland China,0,2020-02-26 14:13:10,Shanxi,104,2020-02-26,2020-02-26
1532,252,Mainland China,2,2020-02-26 14:13:10,Guangxi,147,2020-02-26,2020-02-26
1533,245,Mainland China,1,2020-02-26 14:13:10,Shaanxi,192,2020-02-26,2020-02-26
1534,91,Mainland China,2,2020-02-26 14:13:10,Gansu,81,2020-02-26,2020-02-26
1535,93,Mainland China,1,2020-02-26 14:13:10,Jilin,65,2020-02-26,2020-02-26
1536,76,Mainland China,2,2020-02-26 14:23:03,Xinjiang,34,2020-02-26,2020-02-26
1537,75,Mainland China,0,2020-02-26 15:03:05,Inner Mongolia,38,2020-02-26,2020-02-26
1538,1,Greece,0,2020-02-26 15:53:05,Greece,0,2020-02-26,2020-02-26
1539,2,Sweden,0,2020-02-26 18:53:02,Sweden,0,2020-02-26,2020-02-26
1541,1,North Macedonia,0,2020-02-26 19:03:08,North Macedonia,0,2020-02-26,2020-02-26
1542,2,Finland,0,2020-02-26 19:03:08,Finland,1,2020-02-26,2020-02-27
1540,1,Georgia,0,2020-02-26 19:03:08,Georgia,0,2020-02-26,2020-02-26
1543,26,Kuwait,0,2020-02-26 19:23:04,Kuwait,0,2020-02-26,2020-02-26
1544,2,Lebanon,0,2020-02-26 19:33:02,Lebanon,0,2020-02-26,2020-02-27
1545,705,Others,4,2020-02-26 19:33:02,Diamond Princess cruise ship,10,2020-02-26,2020-02-27
1546,93,Singapore,0,2020-02-26 19:33:02,Singapore,62,2020-02-26,2020-02-28
1547,3,Croatia,0,2020-02-26 20:03:06,Croatia,0,2020-02-26,2020-02-27
1548,42,US,0,2020-02-26 20:03:06,Unassigned Location (From Diamond Princess),0,2020-02-26,2020-02-26
1549,18,France,2,2020-02-26 20:03:06,France,11,2020-02-26,2020-02-26
1550,1,Norway,0,2020-02-26 20:23:12,Norway,0,2020-02-26,2020-02-26
1551,2,Israel,0,2020-02-26 20:33:02,Israel,0,2020-02-26,2020-02-26
1552,13,Spain,0,2020-02-26 20:43:02,Spain,2,2020-02-26,2020-02-26
1553,33,Bahrain,0,2020-02-26 21:03:07,Bahrain,0,2020-02-26,2020-02-27
1555,91,Hong Kong,2,2020-02-26 23:43:02,Hong Kong,24,2020-02-26,2020-02-26
1554,576,Mainland China,6,2020-02-26 23:43:02,Chongqing,384,2020-02-26,2020-02-26
1558,1,Romania,0,2020-02-26 23:43:03,Romania,0,2020-02-26,2020-02-26
1559,27,Germany,0,2020-02-26 23:43:03,Germany,15,2020-02-26,2020-02-26
1556,139,Iran,19,2020-02-26 23:43:03,Iran,49,2020-02-26,2020-02-26
1557,453,Italy,12,2020-02-26 23:43:03,Italy,3,2020-02-26,2020-02-26
1560,189,Japan,2,2020-02-26 23:43:03,Japan,22,2020-02-26,2020-02-26
1561,337,Mainland China,3,2020-02-26 23:53:01,Shanghai,272,2020-02-26,2020-02-26
1562,1,Brazil,0,2020-02-26 23:53:02,Brazil,0,2020-02-26,2020-02-28
1563,2,Pakistan,0,2020-02-26 23:53:02,Pakistan,0,2020-02-26,2020-02-28
1564,146,Mainland China,2,2020-02-27 00:43:02,Guizhou,112,2020-02-27,2020-02-28
1565,934,Mainland China,1,2020-02-27 01:43:02,Jiangxi,754,2020-02-27,2020-02-27
1566,410,Mainland China,5,2020-02-27 02:23:13,Beijing,248,2020-02-27,2020-02-27
1567,7,Canada,0,2020-02-27 03:33:06,British Columbia,3,2020-02-27,2020-02-28
1568,8,Australia,0,2020-02-27 03:33:06,From Diamond Princess,0,2020-02-27,2020-02-28
1569,337,Mainland China,3,2020-02-27 04:03:12,Shanghai,276,2020-02-27,2020-02-27
1570,92,Hong Kong,2,2020-02-27 09:53:02,Hong Kong,24,2020-02-27,2020-02-27
1571,1347,Mainland China,7,2020-02-27 09:53:02,Guangdong,890,2020-02-27,2020-02-27
1572,168,Mainland China,5,2020-02-27 10:03:07,Hainan,131,2020-02-27,2020-02-27
1573,174,Mainland China,2,2020-02-27 10:03:07,Yunnan,150,2020-02-27,2020-02-27
1574,296,Mainland China,1,2020-02-27 10:03:07,Fujian,228,2020-02-27,2020-02-27
1575,252,Mainland China,2,2020-02-27 10:03:07,Guangxi,161,2020-02-27,2020-02-27
1576,72,Mainland China,0,2020-02-27 10:03:07,Ningxia,68,2020-02-27,2020-02-28
1578,1766,South Korea,13,2020-02-27 12:03:04,South Korea,22,2020-02-27,2020-02-27
1577,245,Iran,26,2020-02-27 12:03:04,Iran,49,2020-02-27,2020-02-27
1579,65596,Mainland China,2641,2020-02-27 12:13:14,Hubei,23383,2020-02-27,2020-02-27
1580,245,Mainland China,1,2020-02-27 12:43:02,Shaanxi,195,2020-02-27,2020-02-27
1581,480,Mainland China,13,2020-02-27 12:43:02,Heilongjiang,270,2020-02-27,2020-02-27
1582,76,Mainland China,2,2020-02-27 12:43:02,Xinjiang,43,2020-02-27,2020-02-27
1583,1017,Mainland China,4,2020-02-27 12:43:02,Hunan,804,2020-02-27,2020-02-27
1584,10,Macau,0,2020-02-27 12:43:02,Macau,8,2020-02-27,2020-02-27
1585,93,Mainland China,1,2020-02-27 12:43:02,Jilin,67,2020-02-27,2020-02-27
1586,534,Mainland China,3,2020-02-27 12:43:02,Sichuan,321,2020-02-27,2020-02-27
1587,317,Mainland China,6,2020-02-27 12:43:02,Hebei,274,2020-02-27,2020-02-27
1588,1205,Mainland China,1,2020-02-27 12:43:02,Zhejiang,932,2020-02-27,2020-02-27
1589,15,UK,0,2020-02-27 13:23:02,UK,8,2020-02-27,2020-02-27
1590,15,Spain,0,2020-02-27 13:23:02,Spain,2,2020-02-27,2020-02-27
1591,43,Kuwait,0,2020-02-27 13:33:03,Kuwait,0,2020-02-27,2020-02-27
1594,3,Israel,0,2020-02-27 14:03:03,Israel,1,2020-02-27,2020-02-27
1592,3,Greece,0,2020-02-27 14:03:03,Greece,0,2020-02-27,2020-02-27
1593,3,Austria,0,2020-02-27 14:03:03,Austria,0,2020-02-27,2020-02-27
1595,631,Mainland China,0,2020-02-27 14:13:06,Jiangsu,498,2020-02-27,2020-02-27
1596,756,Mainland China,6,2020-02-27 14:13:06,Shandong,387,2020-02-27,2020-02-27
1597,121,Mainland China,1,2020-02-27 14:13:06,Liaoning,93,2020-02-27,2020-02-27
1598,989,Mainland China,6,2020-02-27 14:13:06,Anhui,792,2020-02-27,2020-02-27
1599,1272,Mainland China,20,2020-02-27 15:03:11,Henan,1068,2020-02-27,2020-02-27
1600,23,Malaysia,0,2020-02-27 15:13:13,Malaysia,18,2020-02-27,2020-02-28
1601,1,Romania,0,2020-02-27 16:23:03,Romania,0,2020-02-27,2020-02-27
1602,1,Georgia,0,2020-02-27 16:23:03,Georgia,0,2020-02-27,2020-02-27
1603,1,Norway,0,2020-02-27 16:23:03,Norway,0,2020-02-27,2020-02-27
1604,1,Denmark,0,2020-02-27 16:23:03,Denmark,0,2020-02-27,2020-02-27
1605,1,North Macedonia,0,2020-02-27 16:23:03,North Macedonia,0,2020-02-27,2020-02-29
1606,1,Estonia,0,2020-02-27 16:23:03,Estonia,0,2020-02-27,2020-03-02
1608,2,US,0,2020-02-27 20:33:02,"Sacramento County, CA",0,2020-02-27,2020-03-02
1607,7,Sweden,0,2020-02-27 20:33:02,Sweden,0,2020-02-27,2020-02-28
1609,1,San Marino,0,2020-02-27 21:13:10,San Marino,0,2020-02-27,2020-02-27
1610,1,Netherlands,0,2020-02-27 21:13:10,Netherlands,0,2020-02-27,2020-02-27
1611,38,France,2,2020-02-27 22:13:10,France,11,2020-02-27,2020-02-27
