,confirmed,country,date,deaths,province,recovered
46,2,Italy,02/01/2020,0,,0
47,2,Philippines,02/01/2020,1,,0
48,2,Russia,02/01/2020,0,,0
42,4,Australia,02/01/2020,0,Victoria,0
23,48,Mainland China,02/02/2020,0,Tianjin,1
19,71,Mainland China,02/02/2020,1,Hainan,4
20,70,Mainland China,02/02/2020,0,Liaoning,1
21,66,Mainland China,02/02/2020,0,Shanxi,3
22,51,Mainland China,02/02/2020,0,Gansu,3
24,46,Mainland China,02/02/2020,0,Guizhou,2
31,18,Singapore,02/02/2020,0,,0
26,28,Mainland China,02/02/2020,0,Ningxia,0
27,27,Mainland China,02/02/2020,0,Inner Mongolia,1
28,24,Mainland China,02/02/2020,0,Xinjiang,0
29,20,Japan,02/02/2020,0,,1
30,19,Thailand,02/02/2020,0,,5
18,95,Mainland China,02/02/2020,2,Heilongjiang,2
25,31,Mainland China,02/02/2020,0,Jilin,1
17,105,Mainland China,02/02/2020,0,Yunnan,3
9,254,Mainland China,02/02/2020,1,Sichuan,12
15,116,Mainland China,02/02/2020,0,Shaanxi,0
32,15,Hong Kong,02/02/2020,0,Hong Kong,0
1,724,Mainland China,02/02/2020,0,Zhejiang,36
2,683,Mainland China,02/02/2020,0,Guangdong,15
3,566,Mainland China,02/02/2020,2,Henan,14
4,521,Mainland China,02/02/2020,0,Hunan,16
5,408,Mainland China,02/02/2020,0,Anhui,7
16,113,Mainland China,02/02/2020,1,Hebei,3
6,391,Mainland China,02/02/2020,0,Jiangxi,18
8,271,Mainland China,02/02/2020,0,Jiangsu,7
10,246,Mainland China,02/02/2020,0,Shandong,6
11,193,Mainland China,02/02/2020,1,Shanghai,10
12,191,Mainland China,02/02/2020,1,Beijing,9
13,159,Mainland China,02/02/2020,0,Fujian,0
14,127,Mainland China,02/02/2020,0,Guangxi,2
7,300,Mainland China,02/02/2020,2,Chongqing,7
0,11177,Mainland China,02/02/2020,350,Hubei,295
33,15,South Korea,02/02/2020,0,,0
35,10,Germany,02/02/2020,0,,0
34,11,Mainland China,02/02/2020,0,Qinghai,0
66,1,US,02/02/2020,0,"Tempe, AZ",0
65,1,US,02/02/2020,0,"Seattle, WA",0
64,1,US,02/02/2020,0,"Orange, CA",0
63,1,US,02/02/2020,0,"Los Angeles, CA",0
62,1,US,02/02/2020,0,"Boston, MA",0
61,1,Sweden,02/02/2020,0,,0
60,1,Sri Lanka,02/02/2020,0,,0
59,1,Spain,02/02/2020,0,,0
57,1,Mainland China,02/02/2020,0,Tibet,0
56,1,Finland,02/02/2020,0,,0
55,1,Canada,02/02/2020,0,British Columbia,0
54,1,Cambodia,02/02/2020,0,,0
53,2,US,02/02/2020,0,"Santa Clara, CA",0
52,2,US,02/02/2020,0,"Chicago, IL",0
58,1,Nepal,02/02/2020,0,,0
50,2,Russia,02/02/2020,0,,0
51,2,UK,02/02/2020,0,,0
37,8,Macau,02/02/2020,0,Macau,0
38,8,Malaysia,02/02/2020,0,,0
39,6,France,02/02/2020,0,,0
40,6,Vietnam,02/02/2020,0,,1
41,5,United Arab Emirates,02/02/2020,0,,0
42,4,Australia,02/02/2020,0,New South Wales,2
36,10,Taiwan,02/02/2020,0,Taiwan,0
44,3,Canada,02/02/2020,0,Ontario,0
45,2,Australia,02/02/2020,0,Queensland,0
46,2,Australia,02/02/2020,0,South Australia,0
47,2,India,02/02/2020,0,,0
48,2,Italy,02/02/2020,0,,0
49,2,Philippines,02/02/2020,1,,0
43,4,Australia,02/02/2020,0,Victoria,0
19,79,Mainland China,02/03/2020,1,Hainan,4
20,74,Mainland China,02/03/2020,0,Liaoning,1
21,74,Mainland China,02/03/2020,0,Shanxi,2
22,60,Mainland China,02/03/2020,0,Tianjin,1
23,56,Mainland China,02/03/2020,0,Guizhou,2
24,55,Mainland China,02/03/2020,0,Gansu,3
28,29,Mainland China,02/03/2020,0,Xinjiang,0
26,34,Mainland China,02/03/2020,0,Inner Mongolia,1
27,34,Mainland China,02/03/2020,0,Ningxia,1
29,20,Japan,02/03/2020,0,,1
30,19,Thailand,02/03/2020,0,,5
31,18,Singapore,02/03/2020,0,,0
18,117,Mainland China,02/03/2020,0,Yunnan,5
25,42,Mainland China,02/03/2020,0,Jilin,1
17,126,Mainland China,02/03/2020,1,Hebei,3
0,13522,Mainland China,02/03/2020,414,Hubei,396
32,15,Hong Kong,02/03/2020,0,Hong Kong,0
1,829,Mainland China,02/03/2020,0,Zhejiang,48
2,797,Mainland China,02/03/2020,0,Guangdong,21
3,675,Mainland China,02/03/2020,2,Henan,20
4,593,Mainland China,02/03/2020,0,Hunan,22
5,480,Mainland China,02/03/2020,0,Anhui,14
6,476,Mainland China,02/03/2020,0,Jiangxi,19
16,139,Mainland China,02/03/2020,0,Guangxi,7
7,337,Mainland China,02/03/2020,2,Chongqing,9
9,282,Mainland China,02/03/2020,1,Sichuan,14
10,270,Mainland China,02/03/2020,0,Shandong,7
11,212,Mainland China,02/03/2020,1,Beijing,12
12,208,Mainland China,02/03/2020,1,Shanghai,10
13,179,Mainland China,02/03/2020,0,Fujian,1
14,155,Mainland China,02/03/2020,2,Heilongjiang,2
8,308,Mainland China,02/03/2020,0,Jiangsu,8
33,15,Mainland China,02/03/2020,0,Qinghai,0
15,142,Mainland China,02/03/2020,0,Shaanxi,1
35,12,Germany,02/03/2020,0,,0
55,1,Cambodia,02/03/2020,0,,0
56,1,Canada,02/03/2020,0,British Columbia,0
57,1,Canada,02/03/2020,0,"London, ON",0
58,1,Finland,02/03/2020,0,,0
59,1,Mainland China,02/03/2020,0,Tibet,0
60,1,Nepal,02/03/2020,0,,0
54,2,US,02/03/2020,0,"Santa Clara, CA",0
61,1,Spain,02/03/2020,0,,0
63,1,Sweden,02/03/2020,0,,0
64,1,US,02/03/2020,0,"Boston, MA",0
65,1,US,02/03/2020,0,"Los Angeles, CA",0
66,1,US,02/03/2020,0,"Orange, CA",0
67,1,US,02/03/2020,0,"Seattle, WA",0
68,1,US,02/03/2020,0,"Tempe, AZ",0
62,1,Sri Lanka,02/03/2020,0,,0
53,2,US,02/03/2020,0,"San Benito, CA",0
34,15,South Korea,02/03/2020,0,,0
51,2,UK,02/03/2020,0,,0
36,10,Taiwan,02/03/2020,0,Taiwan,0
37,8,Macau,02/03/2020,0,Macau,0
38,8,Malaysia,02/03/2020,0,,0
39,8,Vietnam,02/03/2020,0,,1
52,2,US,02/03/2020,0,"Chicago, IL",0
41,5,United Arab Emirates,02/03/2020,0,,0
42,4,Australia,02/03/2020,0,New South Wales,2
40,6,France,02/03/2020,0,,0
44,3,India,02/03/2020,0,,0
45,2,Australia,02/03/2020,0,Queensland,0
46,2,Australia,02/03/2020,0,South Australia,0
47,2,Canada,02/03/2020,0,"Toronto, ON",0
48,2,Italy,02/03/2020,0,,0
49,2,Philippines,02/03/2020,1,,0
50,2,Russia,02/03/2020,0,,0
43,4,Australia,02/03/2020,0,Victoria,0
18,122,Mainland China,02/04/2020,0,Yunnan,5
19,91,Mainland China,02/04/2020,1,Hainan,4
20,81,Mainland China,02/04/2020,0,Liaoning,2
21,81,Mainland China,02/04/2020,0,Shanxi,4
22,67,Mainland China,02/04/2020,0,Tianjin,2
23,64,Mainland China,02/04/2020,0,Guizhou,5
31,22,Japan,02/04/2020,0,,1
25,54,Mainland China,02/04/2020,0,Jilin,1
26,42,Mainland China,02/04/2020,0,Inner Mongolia,1
27,34,Mainland China,02/04/2020,0,Ningxia,1
28,32,Mainland China,02/04/2020,0,Xinjiang,0
29,25,Thailand,02/04/2020,0,,5
30,24,Singapore,02/04/2020,0,,0
17,135,Mainland China,02/04/2020,1,Hebei,4
24,57,Mainland China,02/04/2020,0,Gansu,4
16,150,Mainland China,02/04/2020,0,Guangxi,10
8,341,Mainland China,02/04/2020,0,Jiangsu,13
14,190,Mainland China,02/04/2020,2,Heilongjiang,4
32,18,Hong Kong,02/04/2020,1,Hong Kong,0
0,16678,Mainland China,02/04/2020,479,Hubei,522
1,895,Mainland China,02/04/2020,0,Zhejiang,63
2,870,Mainland China,02/04/2020,0,Guangdong,32
3,764,Mainland China,02/04/2020,2,Henan,41
4,661,Mainland China,02/04/2020,0,Hunan,35
15,165,Mainland China,02/04/2020,0,Shaanxi,2
5,548,Mainland China,02/04/2020,0,Jiangxi,27
7,366,Mainland China,02/04/2020,2,Chongqing,14
9,301,Mainland China,02/04/2020,1,Sichuan,23
10,298,Mainland China,02/04/2020,0,Shandong,13
11,233,Mainland China,02/04/2020,1,Shanghai,12
12,228,Mainland China,02/04/2020,1,Beijing,23
13,194,Mainland China,02/04/2020,0,Fujian,3
6,530,Mainland China,02/04/2020,0,Anhui,20
33,17,Mainland China,02/04/2020,0,Qinghai,0
34,16,South Korea,02/04/2020,0,,0
35,12,Germany,02/04/2020,0,,0
55,1,Belgium,02/04/2020,0,,0
56,1,Cambodia,02/04/2020,0,,0
57,1,Canada,02/04/2020,0,British Columbia,0
58,1,Canada,02/04/2020,0,"London, ON",0
69,1,US,02/04/2020,0,"Tempe, AZ",0
60,1,Mainland China,02/04/2020,0,Tibet,0
54,2,US,02/04/2020,0,"Santa Clara, CA",0
61,1,Nepal,02/04/2020,0,,0
63,1,Sri Lanka,02/04/2020,0,,0
64,1,Sweden,02/04/2020,0,,0
65,1,US,02/04/2020,0,"Boston, MA",0
66,1,US,02/04/2020,0,"Los Angeles, CA",0
67,1,US,02/04/2020,0,"Orange, CA",0
68,1,US,02/04/2020,0,"Seattle, WA",0
62,1,Spain,02/04/2020,0,,0
53,2,US,02/04/2020,0,"San Benito, CA",0
59,1,Finland,02/04/2020,0,,0
51,2,UK,02/04/2020,0,,0
52,2,US,02/04/2020,0,"Chicago, IL",0
37,10,Macau,02/04/2020,0,Macau,0
38,10,Malaysia,02/04/2020,0,,0
39,8,Vietnam,02/04/2020,0,,1
40,6,France,02/04/2020,0,,0
41,5,United Arab Emirates,02/04/2020,0,,0
42,4,Australia,02/04/2020,0,New South Wales,2
36,11,Taiwan,02/04/2020,0,Taiwan,0
44,3,Australia,02/04/2020,0,Queensland,0
45,3,India,02/04/2020,0,,0
46,2,Australia,02/04/2020,0,South Australia,0
47,2,Canada,02/04/2020,0,"Toronto, ON",0
48,2,Italy,02/04/2020,0,,0
49,2,Philippines,02/04/2020,1,,0
50,2,Russia,02/04/2020,0,,0
43,4,Australia,02/04/2020,0,Victoria,0
18,124,Mainland China,02/05/2020,0,Yunnan,5
19,99,Mainland China,02/05/2020,1,Hainan,5
20,89,Mainland China,02/05/2020,0,Liaoning,4
21,81,Mainland China,02/05/2020,0,Shanxi,5
22,69,Mainland China,02/05/2020,1,Tianjin,2
23,64,Mainland China,02/05/2020,1,Guizhou,9
27,34,Mainland China,02/05/2020,0,Ningxia,1
25,54,Mainland China,02/05/2020,0,Jilin,2
26,42,Mainland China,02/05/2020,0,Inner Mongolia,3
28,32,Mainland China,02/05/2020,0,Xinjiang,0
29,28,Singapore,02/05/2020,0,,0
30,25,Thailand,02/05/2020,0,,5
31,22,Japan,02/05/2020,0,,1
24,62,Mainland China,02/05/2020,0,Gansu,6
17,135,Mainland China,02/05/2020,1,Hebei,6
0,16678,Mainland China,02/05/2020,479,Hubei,538
15,165,Mainland China,02/05/2020,0,Shaanxi,6
32,21,Hong Kong,02/05/2020,1,Hong Kong,0
1,895,Mainland China,02/05/2020,0,Guangdong,49
2,895,Mainland China,02/05/2020,0,Zhejiang,78
3,764,Mainland China,02/05/2020,2,Henan,47
4,661,Mainland China,02/05/2020,0,Hunan,54
5,548,Mainland China,02/05/2020,0,Jiangxi,27
6,530,Mainland China,02/05/2020,0,Anhui,23
7,376,Mainland China,02/05/2020,2,Chongqing,15
8,341,Mainland China,02/05/2020,0,Jiangsu,23
9,307,Mainland China,02/05/2020,0,Shandong,15
10,301,Mainland China,02/05/2020,1,Sichuan,24
11,253,Mainland China,02/05/2020,1,Beijing,24
12,243,Mainland China,02/05/2020,1,Shanghai,15
13,205,Mainland China,02/05/2020,0,Fujian,11
14,190,Mainland China,02/05/2020,2,Heilongjiang,7
16,150,Mainland China,02/05/2020,0,Guangxi,13
33,19,South Korea,02/05/2020,0,,0
51,2,UK,02/05/2020,0,,0
35,12,Germany,02/05/2020,0,,0
56,1,Cambodia,02/05/2020,0,,0
57,1,Canada,02/05/2020,0,British Columbia,0
58,1,Canada,02/05/2020,0,"London, ON",0
59,1,Finland,02/05/2020,0,,0
34,17,Mainland China,02/05/2020,0,Qinghai,3
61,1,Nepal,02/05/2020,0,,0
55,1,Belgium,02/05/2020,0,,0
62,1,Spain,02/05/2020,0,,0
64,1,Sweden,02/05/2020,0,,0
65,1,US,02/05/2020,0,"Boston, MA",0
66,1,US,02/05/2020,0,"Los Angeles, CA",0
67,1,US,02/05/2020,0,"Orange, CA",0
68,1,US,02/05/2020,0,"Seattle, WA",0
69,1,US,02/05/2020,0,"Tempe, AZ",0
63,1,Sri Lanka,02/05/2020,0,,0
54,2,US,02/05/2020,0,"Santa Clara, CA",0
60,1,Mainland China,02/05/2020,0,Tibet,0
52,2,US,02/05/2020,0,"Chicago, IL",0
53,2,US,02/05/2020,0,"San Benito, CA",0
37,11,Taiwan,02/05/2020,0,Taiwan,0
38,10,Macau,02/05/2020,0,Macau,0
39,8,Vietnam,02/05/2020,0,,1
40,6,France,02/05/2020,0,,0
41,5,United Arab Emirates,02/05/2020,0,,0
42,4,Australia,02/05/2020,0,New South Wales,2
36,12,Malaysia,02/05/2020,0,,0
44,3,Australia,02/05/2020,0,Queensland,0
45,3,India,02/05/2020,0,,0
46,2,Australia,02/05/2020,0,South Australia,0
47,2,Canada,02/05/2020,0,"Toronto, ON",0
48,2,Italy,02/05/2020,0,,0
49,2,Philippines,02/05/2020,1,,0
50,2,Russia,02/05/2020,0,,0
43,4,Australia,02/05/2020,0,Victoria,0
19,106,Mainland China,02/06/2020,2,Hainan,8
20,96,Mainland China,02/06/2020,0,Shanxi,12
21,94,Mainland China,02/06/2020,0,Liaoning,5
22,79,Mainland China,02/06/2020,1,Tianjin,2
23,71,Mainland China,02/06/2020,1,Guizhou,6
24,65,Mainland China,02/06/2020,1,Jilin,4
28,40,Mainland China,02/06/2020,0,Ningxia,1
26,46,Mainland China,02/06/2020,0,Inner Mongolia,4
27,45,Japan,02/06/2020,0,,1
29,36,Mainland China,02/06/2020,0,Xinjiang,0
30,28,Singapore,02/06/2020,0,,0
31,25,Thailand,02/06/2020,0,,5
32,24,Hong Kong,02/06/2020,1,Hong Kong,0
25,62,Mainland China,02/06/2020,0,Gansu,6
18,133,Mainland China,02/06/2020,0,Yunnan,7
1,970,Mainland China,02/06/2020,0,Guangdong,69
16,172,Mainland China,02/06/2020,0,Guangxi,17
33,23,South Korea,02/06/2020,0,,0
2,954,Mainland China,02/06/2020,0,Zhejiang,94
3,851,Mainland China,02/06/2020,2,Henan,56
4,711,Mainland China,02/06/2020,0,Hunan,81
5,600,Mainland China,02/06/2020,0,Jiangxi,37
6,591,Mainland China,02/06/2020,0,Anhui,34
7,411,Mainland China,02/06/2020,2,Chongqing,24
8,373,Mainland China,02/06/2020,0,Jiangsu,34
9,347,Mainland China,02/06/2020,0,Shandong,27
10,344,Mainland China,02/06/2020,1,Sichuan,37
11,274,Mainland China,02/06/2020,1,Beijing,31
12,269,Mainland China,02/06/2020,1,Shanghai,25
13,227,Mainland China,02/06/2020,3,Heilongjiang,8
14,215,Mainland China,02/06/2020,0,Fujian,14
15,173,Mainland China,02/06/2020,0,Shaanxi,9
17,171,Mainland China,02/06/2020,1,Hebei,16
34,18,Mainland China,02/06/2020,0,Qinghai,3
52,2,UK,02/06/2020,0,,0
36,12,Germany,02/06/2020,0,,0
57,1,Cambodia,02/06/2020,0,,0
58,1,Canada,02/06/2020,0,"London, ON",0
59,1,Finland,02/06/2020,0,,0
60,1,Mainland China,02/06/2020,0,Tibet,0
61,1,Nepal,02/06/2020,0,,0
62,1,Spain,02/06/2020,0,,0
56,1,Belgium,02/06/2020,0,,0
63,1,Sri Lanka,02/06/2020,0,,0
65,1,US,02/06/2020,0,"Boston, MA",0
66,1,US,02/06/2020,0,"Los Angeles, CA",0
67,1,US,02/06/2020,0,"Madison, WI",0
68,1,US,02/06/2020,0,"Orange, CA",0
69,1,US,02/06/2020,0,"Seattle, WA",0
70,1,US,02/06/2020,0,"Tempe, AZ",0
64,1,Sweden,02/06/2020,0,,0
55,2,US,02/06/2020,0,"Santa Clara, CA",0
54,2,US,02/06/2020,0,"San Benito, CA",0
53,2,US,02/06/2020,0,"Chicago, IL",0
37,12,Malaysia,02/06/2020,0,,0
38,10,Macau,02/06/2020,0,Macau,1
39,10,Vietnam,02/06/2020,0,,1
40,6,France,02/06/2020,0,,0
41,5,United Arab Emirates,02/06/2020,0,,0
42,4,Australia,02/06/2020,0,New South Wales,2
43,4,Australia,02/06/2020,0,Queensland,0
44,4,Australia,02/06/2020,0,Victoria,0
45,3,India,02/06/2020,0,,0
46,2,Australia,02/06/2020,0,South Australia,0
47,2,Canada,02/06/2020,0,British Columbia,0
48,2,Canada,02/06/2020,0,"Toronto, ON",0
49,2,Italy,02/06/2020,0,,0
50,2,Philippines,02/06/2020,1,,0
51,2,Russia,02/06/2020,0,,0
35,16,Taiwan,02/06/2020,0,Taiwan,1
0,22112,Mainland China,02/06/2020,618,Hubei,817
